"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
37	6.649256001781256e-01	-2.415220148376413e-02	1.294370197354292e+00	3.620039400360844e+01	2.047038928136755e+00	2.539170096944038e+05	1.013636689636424e+05	2.728061536258949e+02	6.313152118342245e-01	8.460034046173676e-02	
38	6.493923309078459e-01	-2.502238892385156e-02	1.294387408294105e+00	3.642001838812136e+01	1.997143305477630e+00	2.539220523696656e+05	1.013632555487826e+05	2.728014136005368e+02	6.245657397729898e-01	8.510512557794268e-02	
39	6.336824072750655e-01	-2.587385383759007e-02	1.294405020375990e+00	3.658112739256055e+01	1.933524932786577e+00	2.539266982683930e+05	1.013633381152492e+05	2.727979239888203e+02	6.259137321018484e-01	8.547189399852913e-02	
40	6.178168755919121e-01	-2.670309587375116e-02	1.294431549368350e+00	3.682707761157018e+01	1.871540450165183e+00	2.539338554422602e+05	1.013634520705977e+05	2.727926397562886e+02	6.277741839526291e-01	8.603657005702985e-02	
41	6.018166378636840e-01	-2.750637521454460e-02	1.294451869858055e+00	3.701155343774504e+01	1.803507305121034e+00	2.539393065032765e+05	1.013635698348079e+05	2.727886743445221e+02	6.296968198420970e-01	8.645784083700735e-02	
42	5.856923996848482e-01	-2.828276518926024e-02	1.294482977149315e+00	3.728297925001273e+01	1.736469965259100e+00	2.539476095842246e+05	1.013638172305923e+05	2.727827848235081e+02	6.337358399579573e-01	8.708181683949917e-02	
43	5.694547311538859e-01	-2.903000571096055e-02	1.294505272479780e+00	3.749449839656892e+01	1.664642983810843e+00	2.539537067141961e+05	1.013638538391654e+05	2.727781851882436e+02	6.343335169298374e-01	8.756643264714636e-02	
44	5.531246585345200e-01	-2.974558876071776e-02	1.294541117174123e+00	3.779543717034319e+01	1.589101822514435e+00	2.539632359027917e+05	1.013642090210661e+05	2.727715879986986e+02	6.401322691003012e-01	8.825892621559110e-02	
45	5.367126638096298e-01	-3.042669534893463e-02	1.294565963591518e+00	3.804009751652698e+01	1.510518915379158e+00	2.539701503533042e+05	1.013641502398996e+05	2.727661945556684e+02	6.391725990944694e-01	8.882095568608993e-02	
46	5.202503838172280e-01	-3.107031453395012e-02	1.294607506328973e+00	3.836872180515073e+01	1.425108216232905e+00	2.539810722338296e+05	1.013646857761496e+05	2.727588828017844e+02	6.479158430106802e-01	8.957777597448344e-02	
47	5.037378581591218e-01	-3.167576708625752e-02	1.294630813286394e+00	3.864406708851256e+01	1.344657321096584e+00	2.539879867960796e+05	1.013642142707075e+05	2.727527036472738e+02	6.402179755221062e-01	9.021240575714663e-02	
48	4.872065440578929e-01	-3.223920282036925e-02	1.294680867516258e+00	3.898044906655109e+01	1.247963973733734e+00	2.540006970664903e+05	1.013653123786207e+05	2.727451133291734e+02	6.581458475036954e-01	9.098697544256434e-02	
49	4.706566053232103e-01	-3.276047219439807e-02	1.294703336814337e+00	3.926425044824578e+01	1.161143037623071e+00	2.540075466460749e+05	1.013646583217349e+05	2.727386200465773e+02	6.474676181813345e-01	9.164202961515250e-02	
50	4.541194484755331e-01	-3.323602501481240e-02	1.294757934977243e+00	3.960120421169556e+01	1.049252137075457e+00	2.540211733094815e+05	1.013660523804137e+05	2.727308698243544e+02	6.702272260741450e-01	9.241792279770501e-02	
51	4.376056051970447e-01	-3.366432399491062e-02	1.294786666641544e+00	3.991350102449866e+01	9.496156469182354e-01	2.540295118738834e+05	1.013655882298785e+05	2.727235690585010e+02	6.626494358810832e-01	9.313958658943876e-02	
52	4.211256000539007e-01	-3.404421080900438e-02	1.294841388616071e+00	4.029016364402639e+01	8.262998445798037e-01	2.540435563694349e+05	1.013665840941729e+05	2.727147225982623e+02	6.789080634406411e-01	9.400926037761287e-02	
53	4.047108211948391e-01	-3.437273611376981e-02	1.294885730938613e+00	4.067190633561820e+01	7.133913547538636e-01	2.540556244431616e+05	1.013666731108975e+05	2.727056231821711e+02	6.803613636344131e-01	9.489295880779391e-02	
54	3.883612541071736e-01	-3.464903380863368e-02	1.294940514573515e+00	4.108826475812337e+01	5.839405902089224e-01	2.540701001576653e+05	1.013672425255047e+05	2.726956179479537e+02	6.896577106142356e-01	9.585701729187925e-02	
55	3.720978381452403e-01	-3.487207149327167e-02	1.294993904362550e+00	4.152979663487798e+01	4.514515079251028e-01	2.540845755551530e+05	1.013674308496491e+05	2.726848819032824e+02	6.927323184114578e-01	9.688094431198103e-02	
56	3.559413798335292e-01	-3.503834254050515e-02	1.295054520309728e+00	4.199902265171718e+01	3.063125689349253e-01	2.541007615440515e+05	1.013678818426060e+05	2.726733318367533e+02	7.000952960380296e-01	9.796986390563242e-02	
57	3.399127567650751e-01	-3.514748687671230e-02	1.295117613007448e+00	4.250589285121784e+01	1.544523916271980e-01	2.541178537043368e+05	1.013681282454889e+05	2.726607111119815e+02	7.041181058977128e-01	9.914770681874364e-02	
58	3.240117952771346e-01	-3.519763858576260e-02	1.295187473260403e+00	4.304231775445000e+01	-8.548108977759183e-03	2.541366228622732e+05	1.013685683683431e+05	2.726471880295312e+02	7.113036166217593e-01	1.003953656583843e-01	
59	3.082592925311221e-01	-3.518744782630882e-02	1.295261052501490e+00	4.362400439493951e+01	-1.822277798847850e-01	2.541566195294063e+05	1.013687940032599e+05	2.726323067454748e+02	7.149873655983383e-01	1.017500207306862e-01	
60	2.926864146529427e-01	-3.511677555519614e-02	1.295340715641326e+00	4.424465413595399e+01	-3.673438682063618e-01	2.541782491049864e+05	1.013690279172679e+05	2.726161689999274e+02	7.188062802425446e-01	1.031970078830026e-01	
61	2.772929224721112e-01	-3.498309044372167e-02	1.295429151551188e+00	4.490902411586372e+01	-5.701048597224375e-01	2.542020964780529e+05	1.013694135373423e+05	2.725985951276338e+02	7.251019705331579e-01	1.047476507436039e-01	
62	2.620890114859631e-01	-3.478538682878172e-02	1.295520770139380e+00	4.562777760273421e+01	-7.870579506433250e-01	2.542272139422129e+05	1.013693911482071e+05	2.725792568860804e+02	7.247364422060784e-01	1.064276054542207e-01	
63	2.471057530828082e-01	-3.452364629338676e-02	1.295625072965955e+00	4.640905978773434e+01	-1.024431690744187e+00	2.542556139389958e+05	1.013696107207112e+05	2.725579035786098e+02	7.283212153380926e-01	1.082557497596600e-01	
64	2.323532262455320e-01	-3.419559447310920e-02	1.295734327124440e+00	4.725196385939615e+01	-1.281592608232610e+00	2.542857795268963e+05	1.013694277521349e+05	2.725344300345986e+02	7.253340433370558e-01	1.102310761364203e-01	
65	2.178311151788215e-01	-3.379958566759837e-02	1.295860757133903e+00	4.816376367676409e+01	-1.567351512516050e+00	2.543202589046879e+05	1.013697001285601e+05	2.725085725685392e+02	7.297809010853749e-01	1.123706735685644e-01	
66	2.035703179181670e-01	-3.333581804224678e-02	1.295988930099004e+00	4.916643264950807e+01	-1.877507689478254e+00	2.543561766893177e+05	1.013688774947394e+05	2.724794103035866e+02	7.163504598245547e-01	1.147276600597078e-01	
67	1.895808873985524e-01	-3.280257081939134e-02	1.296148310111520e+00	5.026882439150488e+01	-2.227383110400329e+00	2.543995711191389e+05	1.013691453874729e+05	2.724466250613945e+02	7.207241161600494e-01	1.173222497121514e-01	
68	1.758728624683972e-01	-3.219813907129371e-02	1.296306504664477e+00	5.147463225116557e+01	-2.608734433667629e+00	2.544442442323978e+05	1.013678496745808e+05	2.724098950606102e+02	6.995701161065331e-01	1.201661887796666e-01	
69	1.624666536189785e-01	-3.152262435079912e-02	1.296500081843537e+00	5.280346448438143e+01	-3.045926626557901e+00	2.544976771401778e+05	1.013675269526430e+05	2.723683550875149e+02	6.943013100848664e-01	1.233059551033480e-01	
70	1.493618943096619e-01	-3.077193428522709e-02	1.296701740049110e+00	5.426913210838030e+01	-3.535424308516803e+00	2.545547518689124e+05	1.013657221471219e+05	2.723211487313911e+02	6.648357885772807e-01	1.267777031116349e-01	
71	1.365789893217969e-01	-2.994618842257882e-02	1.296947751654058e+00	5.591082548339703e+01	-4.100581060611036e+00	2.546233430632803e+05	1.013646862180127e+05	2.722667109619732e+02	6.479230569324339e-01	1.306749083047004e-01	
72	1.241281688588530e-01	-2.904150766655595e-02	1.297214075068075e+00	5.773999844292429e+01	-4.745966683519033e+00	2.546990144499661e+05	1.013621227084627e+05	2.722039292778627e+02	6.060708213894483e-01	1.350302928370922e-01	
73	1.120299441859425e-01	-2.805758569616943e-02	1.297529786773661e+00	5.982949314141651e+01	-5.502555153283007e+00	2.547888569696841e+05	1.013591245230183e+05	2.721296477498390e+02	5.571220029911408e-01	1.400200562444482e-01	
74	1.002947592697796e-01	-2.698942718893365e-02	1.297886609585984e+00	6.217239831580558e+01	-6.391686267030047e+00	2.548914155999311e+05	1.013546244775990e+05	2.720427537961623e+02	4.836535968184544e-01	1.456385805937869e-01	
75	8.892281966038706e-02	-2.583072998604990e-02	1.298311700460417e+00	6.485876208596588e+01	-7.455787976704145e+00	2.550140875608727e+05	1.013490518953261e+05	2.719387297533333e+02	3.926747955602231e-01	1.521093809391655e-01	
76	7.792487109902141e-02	-2.457672870576928e-02	1.298793743579557e+00	6.790920436566191e+01	-8.738386339582050e+00	2.551555424907788e+05	1.013403133905124e+05	2.718143622051319e+02	2.500086752942208e-01	1.595032249505186e-01	
77	6.733341228027338e-02	-2.322143276696092e-02	1.299415783713492e+00	7.143972728044365e+01	-1.032720648218607e+01	2.553349511580758e+05	1.013320376373952e+05	2.716620560724172e+02	1.148975075729869e-01	1.681199684086431e-01	
78	5.714003156319795e-02	-2.174991447392750e-02	1.300003002427369e+00	7.556861929623837e+01	-1.232927050737765e+01	2.555217822962473e+05	1.013067723656483e+05	2.714716414644927e+02	-2.975870506494485e-01	1.783161594772637e-01	
79	4.736911079004628e-02	-2.014805749253046e-02	1.301155654482940e+00	8.033591041362865e+01	-1.481220130361154e+01	2.558360395395687e+05	1.013086723105899e+05	2.712362402157161e+02	-2.665682689110895e-01	1.901590768238240e-01	
80	3.803754471666269e-02	-1.839130169839745e-02	1.300916161546770e+00	8.589119370085618e+01	-1.815678198083497e+01	2.559025504206185e+05	1.011761681208881e+05	2.709313515253235e+02	-2.429851240862430e+00	2.045097097688791e-01	
81	2.915725131773532e-02	-1.643905383700984e-02	1.303667734790124e+00	9.238675047564209e+01	-2.188238579980427e+01	2.565825731037444e+05	1.012501384586418e+05	2.705571740016210e+02	-1.222200581270353e+00	2.208600226871218e-01	
82	2.077277721824417e-02	-1.422934399429372e-02	1.299978264386377e+00	9.723223172818948e+01	-2.922337773147783e+01	2.560036163202643e+05	1.008155565212837e+05	2.701604718735702e+02	-8.317249478367055e+00	2.370247731799493e-01	
83	1.294049493779852e-02	-1.163108558244893e-02	1.269892690398553e+00	1.215102456512276e+02	-3.190472233833524e+01	2.507472227224446e+05	9.781322219365068e+04	2.683248453604465e+02	-5.733380315633313e+01	3.012615218121501e-01	
84	5.840260332517423e-03	-8.348653317305790e-03	1.433741245111346e+00	6.818436400603613e+01	-7.345557445920943e+01	2.820963594749018e+05	1.114373385239073e+05	2.707636111083115e+02	1.650955323345511e+02	2.119124629698343e-01	
85	4.665304330435938e-04	-3.402756945659037e-03	1.432557254883331e+00	-6.022665038622389e+02	-2.912351949569859e+02	3.254939251352157e+05	6.771589556177758e+04	1.646679138058707e+02	-5.487072031259410e+02	1.815315020157076e+00	
86	7.195665670939322e-04	3.458375583555044e-03	1.688283150908090e+00	-4.678861348677003e+01	1.758185182445566e+02	3.338027957897972e+05	1.295998180657894e+05	2.674172700380590e+02	4.616188559350589e+02	3.287258347969167e-01	
87	1.182486030275487e-03	9.987872577640906e-03	1.213531231095814e+00	2.580673987535407e+01	1.625045787487371e+02	2.411100717353372e+05	9.198205437595416e+04	2.640477631240906e+02	-1.525343102120183e+02	4.162296031292083e-01	
88	2.195974845336204e-03	1.601906700789587e-02	1.307869275919737e+00	3.405467428650694e+01	1.571978736138488e+02	2.592442097345940e+05	9.974149457342060e+04	2.656696106794782e+02	-2.585254347821857e+01	3.763757046903297e-01	
89	3.348640157890610e-03	2.160431385014350e-02	1.324005242996264e+00	3.578332659210614e+01	1.568487721520814e+02	2.623745870547756e+05	1.010401850792791e+05	2.658488423338837e+02	-4.649930462876764e+00	3.717430378212352e-01	
90	4.591016579890821e-03	2.672212790756847e-02	1.320231382054355e+00	4.217269504628847e+01	1.589099608855874e+02	2.617670149932645e+05	1.006119310771134e+05	2.654787585938395e+02	-1.164166855538556e+01	3.812558904425444e-01	
91	5.926013826762954e-03	3.141133597506299e-02	1.320692515226990e+00	4.762106149021101e+01	1.576042225687718e+02	2.618646737291050e+05	1.006409236156820e+05	2.654625381831479e+02	-1.116833208851531e+01	3.816694464918783e-01	
92	7.289947504767556e-03	3.567609771601873e-02	1.321135961711025e+00	5.202242700883816e+01	1.557332339019255e+02	2.619346761863701e+05	1.006926594811653e+05	2.655098531377836e+02	-1.032368470724319e+01	3.804666570112187e-01	
93	8.652183432522640e-03	3.954795647740261e-02	1.320189726498267e+00	5.595799858633135e+01	1.533753737896312e+02	2.617183885491289e+05	1.006492535687004e+05	2.655856189275607e+02	-1.103233604520213e+01	3.785335166677575e-01	
94	9.996740298753970e-03	4.306555298100447e-02	1.319767966701142e+00	5.944234353981715e+01	1.511633952407050e+02	2.616072108565714e+05	1.006446414799606e+05	2.656583185160558e+02	-1.110763368717351e+01	3.766693139742901e-01	
95	1.131486780449695e-02	4.627805970691562e-02	1.319307673152405e+00	6.245759872022990e+01	1.486320925501152e+02	2.614755695319477e+05	1.006499110689802e+05	2.657649183945912e+02	-1.102160159851976e+01	3.739209975419968e-01	
96	1.260058509708387e-02	4.922655193956559e-02	1.318595600379651e+00	6.453638489610053e+01	1.455854775201644e+02	2.612689290015762e+05	1.006610433348103e+05	2.659378482206699e+02	-1.083985458234108e+01	3.694236837974974e-01	
97	1.387857998096713e-02	5.200352827317765e-02	1.317640733200728e+00	6.680981545735520e+01	1.420080709558645e+02	2.610045041525394e+05	1.006633253013449e+05	2.661366010466032e+02	-1.080259885965193e+01	3.641938999493037e-01	
98	1.517367166818800e-02	5.468131647406522e-02	1.318665482172179e+00	6.998766277491262e+01	1.421506748958427e+02	2.612547850988063e+05	1.006942634028070e+05	2.660115149439509e+02	-1.029749884562147e+01	3.674913884240445e-01	
99	1.581898510159313e-02	5.596948422590579e-02	1.318369121147881e+00	7.280141905315129e+01	1.431366096613619e+02	2.612712778516305e+05	1.005963843731429e+05	2.658126802181372e+02	-1.189548634065783e+01	3.726801469566716e-01	
100	1.647591468983398e-02	5.725176639217327e-02	1.317965761271880e+00	7.336934689147094e+01	1.412817702665274e+02	2.611448742933715e+05	1.006120835472794e+05	2.659355271670904e+02	-1.163917930493544e+01	3.694817540142254e-01	
101	1.786834763333204e-02	5.988025892759062e-02	1.316793304325111e+00	7.336458648126020e+01	1.369900861995210e+02	2.607878169159927e+05	1.006473307368759e+05	2.662655604744132e+02	-1.106372848157040e+01	3.607633753683112e-01	
102	1.934903382168380e-02	6.255465634040107e-02	1.315654516973772e+00	7.547202136436647e+01	1.338622548129717e+02	2.605088911844181e+05	1.006136886220222e+05	2.664069529310486e+02	-1.161297461761562e+01	3.569699675193407e-01	
103	2.095996502894949e-02	6.533870554992365e-02	1.315338913135623e+00	7.742109082976944e+01	1.311948535462901e+02	2.604032048523275e+05	1.006327442126609e+05	2.665213427862388e+02	-1.130187023033562e+01	3.538740439825646e-01	
104	2.275828043176731e-02	6.830905437238723e-02	1.314692488088800e+00	7.943149283494793e+01	1.283910983261000e+02	2.602328857985271e+05	1.006256307137186e+05	2.666335404067264e+02	-1.141800626473153e+01	3.508135744653155e-01	
105	2.477620284230221e-02	7.148867000160279e-02	1.314161026859943e+00	8.143487625841956e+01	1.254622484103810e+02	2.600838885608280e+05	1.006287344944534e+05	2.667495975472601e+02	-1.136733348202740e+01	3.476218902483983e-01	
106	2.705316811350653e-02	7.490388868200620e-02	1.313487224325273e+00	8.345144634159965e+01	1.222220977269471e+02	2.599019203807041e+05	1.006257703443614e+05	2.668785752712081e+02	-1.141572663423479e+01	3.440441293953534e-01	
107	2.962563071385818e-02	7.856812656566065e-02	1.312843522577387e+00	8.548260845856906e+01	1.187556187417510e+02	2.597233368962296e+05	1.006276858318041e+05	2.670145115241323e+02	-1.138445410332660e+01	3.402364578209908e-01	
108	3.252799588984923e-02	8.248476231977390e-02	1.312141904701294e+00	8.745119713759195e+01	1.150291675872859e+02	2.595292591586410e+05	1.006292092698527e+05	2.671613319463538e+02	-1.135958222873383e+01	3.360800846506640e-01	
109	3.577844222518253e-02	8.663097676559067e-02	1.311431268895285e+00	8.944594447675495e+01	1.110622675981326e+02	2.593319165492747e+05	1.006315130885953e+05	2.673122205474253e+02	-1.132196974366794e+01	3.317589278436319e-01	
110	3.942282182150446e-02	9.101581932529421e-02	1.310691795574212e+00	9.129294876892509e+01	1.068871891740636e+02	2.591254121227076e+05	1.006350740747029e+05	2.674724987809083e+02	-1.126383255851670e+01	3.271120139899060e-01	
111	4.346795457768933e-02	9.559811967632527e-02	1.309934171402890e+00	9.306387406654041e+01	1.025018319113140e+02	2.589135903563783e+05	1.006389516489190e+05	2.676375083032777e+02	-1.120052670914719e+01	3.222634453905522e-01	
112	4.794886647037450e-02	1.003682767971662e-01	1.309209181523503e+00	9.474712003849977e+01	9.798574909097708e+01	2.587083042911346e+05	1.006452383845159e+05	2.678024437957041e+02	-1.109788853524072e+01	3.173488577278101e-01	
113	5.288379777673788e-02	1.052959123483450e-01	1.308470609907560e+00	9.627467386424682e+01	9.335561642800064e+01	2.584997557569547e+05	1.006510313980560e+05	2.679690290593452e+02	-1.100331094055653e+01	3.123122663013427e-01	
114	5.828751111706450e-02	1.103498769690000e-01	1.307731935825270e+00	9.763321767577789e+01	8.862949162765220e+01	2.582908568208517e+05	1.006571690087772e+05	2.681367414573593e+02	-1.090310740139592e+01	3.071651804485405e-01	
115	6.418057475097112e-02	1.155045887196134e-01	1.307028331431141e+00	9.881449053037809e+01	8.384527635444310e+01	2.580890864825735e+05	1.006657845749594e+05	2.683040488624168e+02	-1.076244839538528e+01	3.019492337391224e-01	
116	7.057317602256612e-02	1.207256919573308e-01	1.306362752258912e+00	9.986117723493571e+01	7.906578345392759e+01	2.578971115173542e+05	1.006750547401719e+05	2.684654674939194e+02	-1.061110230892213e+01	2.968366164735717e-01	
117	7.747223163228772e-02	1.259790987932931e-01	1.305707683043724e+00	1.007140896996085e+02	7.430842896726219e+01	2.577084572652373e+05	1.006839070229345e+05	2.686237735409232e+02	-1.046657863305797e+01	2.917421297227927e-01	
118	8.489050460363291e-02	1.312372182870094e-01	1.305081840701689e+00	1.013952467840193e+02	6.958224157384936e+01	2.575272310817947e+05	1.006933849874066e+05	2.687778893359597e+02	-1.031183998519012e+01	2.867022379640060e-01	
119	9.282113381364084e-02	1.364597043356333e-01	1.304500752800303e+00	1.019058981362185e+02	6.494089565162548e+01	2.573570652210793e+05	1.007040949920120e+05	2.689262166777006e+02	-1.013698686813289e+01	2.817723569497548e-01	
