"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"
33	7.342973610698528e-01	-4.660570230261644e-02	1.292155532831082e+00	1.204859941279162e+01	1.821435718058940e+00	2.533789590441400e+05	1.013286008772486e+05	2.731791817418732e+02	5.878845381114015e-02	2.846137432171832e-02	
34	7.200549685389079e-01	-4.873406930288691e-02	1.292145896218958e+00	1.211702180861683e+01	1.789818902863605e+00	2.533779725709470e+05	1.013279678627728e+05	2.731795124646739e+02	4.845376598300735e-02	2.860871331459984e-02	
35	7.055841928483778e-01	-5.084491298788441e-02	1.292137840061451e+00	1.218272212422846e+01	1.754617356789991e+00	2.533773147295079e+05	1.013274767835535e+05	2.731798917163827e+02	4.043633411632613e-02	2.874885391232253e-02	
36	6.908846133461971e-01	-5.293372018289613e-02	1.292129369248409e+00	1.224756387565777e+01	1.717069239108618e+00	2.533765454702608e+05	1.013269439103887e+05	2.731802459611073e+02	3.173656812160947e-02	2.888663016206768e-02	
37	6.759865862408967e-01	-5.499255898793516e-02	1.292122112822921e+00	1.230917826556522e+01	1.676746594551071e+00	2.533758623462375e+05	1.013264575137409e+05	2.731804687672058e+02	2.379558460831678e-02	2.901644617419874e-02	
38	6.609002156706211e-01	-5.701692991470075e-02	1.292114258463289e+00	1.237034416832243e+01	1.634595270100376e+00	2.533750764442577e+05	1.013259309571749e+05	2.731807097184034e+02	1.519894434016589e-02	2.914511579545630e-02	
39	6.456355252485066e-01	-5.900145154561733e-02	1.292108783900833e+00	1.242699608528843e+01	1.588902748084267e+00	2.533745051220569e+05	1.013255076789365e+05	2.731807259753780e+02	8.288441301955170e-03	2.926270100238188e-02	
40	6.302127793492102e-01	-6.093943171399753e-02	1.292102601773791e+00	1.248330461679554e+01	1.541366928238250e+00	2.533738674242968e+05	1.013250584026427e+05	2.731808217352814e+02	9.534901704761848e-04	2.937948913144789e-02	
41	6.146523557452248e-01	-6.282583967430862e-02	1.292097691237454e+00	1.253521518827738e+01	1.490809468147541e+00	2.533732536004703e+05	1.013246354828433e+05	2.731807197104406e+02	-5.951160938852716e-03	2.948576822276187e-02	
42	5.989643848608603e-01	-6.465489813737274e-02	1.292092857936973e+00	1.258684457085016e+01	1.437731155596608e+00	2.533726866688837e+05	1.013242319132358e+05	2.731806535253672e+02	-1.253989795888624e-02	2.959131032130359e-02	
43	5.831591367001354e-01	-6.642223382262352e-02	1.292088545894923e+00	1.263355605418044e+01	1.381471944850122e+00	2.533720986544169e+05	1.013238388217066e+05	2.731805053825078e+02	-1.895756832402464e-02	2.968525134076068e-02	
44	5.672569959317854e-01	-6.812155581375809e-02	1.292084384941571e+00	1.268004471339034e+01	1.322552805888592e+00	2.533716336498036e+05	1.013234952455273e+05	2.731804587939676e+02	-2.456684377339977e-02	2.977870516301588e-02	
45	5.512682093067229e-01	-6.974823747730866e-02	1.292080522785292e+00	1.272180127438926e+01	1.260481771918530e+00	2.533711685795267e+05	1.013231697759633e+05	2.731803978492086e+02	-2.988050794748422e-02	2.986116453753832e-02	
46	5.352236389644195e-01	-7.129549996947701e-02	1.292076903358780e+00	1.276272922276812e+01	1.196164717515147e+00	2.533707561701073e+05	1.013228677486670e+05	2.731803487879541e+02	-3.481145019616261e-02	2.994199427143096e-02	
47	5.191235117243063e-01	-7.276131497576685e-02	1.292072975839655e+00	1.279923495569101e+01	1.128932197097632e+00	2.533703008147060e+05	1.013225652827163e+05	2.731803636831286e+02	-3.974955398187882e-02	3.001277866179636e-02	
48	5.029985582093637e-01	-7.413820585336775e-02	1.292070363677866e+00	1.283432376984517e+01	1.058360311142165e+00	2.533700338831838e+05	1.013223431257427e+05	2.731803169996008e+02	-4.337652154522755e-02	3.008049114117721e-02	
49	4.868491346628644e-01	-7.542356012669302e-02	1.292067533187760e+00	1.286435417681134e+01	9.848157354173667e-01	2.533696943622088e+05	1.013221110622383e+05	2.731802897672159e+02	-4.716522459412447e-02	3.013686854041933e-02	
50	4.707060839314238e-01	-7.661074447296239e-02	1.292065834009475e+00	1.289149338158102e+01	9.080644784068820e-01	2.533695255075731e+05	1.013219577768899e+05	2.731802357410519e+02	-4.966778383204241e-02	3.018699278456916e-02	
51	4.545800843681048e-01	-7.769756727580600e-02	1.292063533031593e+00	1.291366466099297e+01	8.286956513609826e-01	2.533691941214926e+05	1.013217579523625e+05	2.731801834755488e+02	-5.293014858001169e-02	3.022627156801553e-02	
52	4.384816515469572e-01	-7.867903534766631e-02	1.292063794852082e+00	1.293214942631385e+01	7.450476800995597e-01	2.533691708385615e+05	1.013216950691666e+05	2.731799585755767e+02	-5.395678892490395e-02	3.025750019480800e-02	
53	4.224418689743417e-01	-7.955049953473359e-02	1.292063429095199e+00	1.294608119516132e+01	6.592813014150832e-01	2.533689368736358e+05	1.013215643127587e+05	2.731796833663813e+02	-5.609153735330461e-02	3.027916280230224e-02	
54	4.064612180310936e-01	-8.031030638103621e-02	1.292064430808345e+00	1.295566410179239e+01	5.692141752534137e-01	2.533689337320199e+05	1.013215417821462e+05	2.731794108291252e+02	-5.645937546086186e-02	3.029154632037576e-02	
55	3.905605568718227e-01	-8.095254352187008e-02	1.292065443435062e+00	1.296091390806195e+01	4.759474871519809e-01	2.533689722503501e+05	1.013215512383177e+05	2.731792222263762e+02	-5.630499260837198e-02	3.029500721383082e-02	
56	3.747608885365783e-01	-8.147541643663407e-02	1.292067086512036e+00	1.296033115388656e+01	3.793629382112179e-01	2.533690504684115e+05	1.013215976841041e+05	2.731790000589809e+02	-5.554671183813360e-02	3.028618044033100e-02	
57	3.590832151497196e-01	-8.187528529044107e-02	1.292068955865612e+00	1.295585284078436e+01	2.796563440982205e-01	2.533691346359345e+05	1.013216595249317e+05	2.731787715584751e+02	-5.453708935274397e-02	3.026977177312805e-02	
58	3.435280756883607e-01	-8.215083528196925e-02	1.292071607863378e+00	1.294561297623265e+01	1.756495438779985e-01	2.533693508521659e+05	1.013217944494664e+05	2.731785746311931e+02	-5.233429147144462e-02	3.024153601937271e-02	
59	3.281165142563960e-01	-8.229700017138208e-02	1.292075020042683e+00	1.293005455833566e+01	6.763580199904143e-02	2.533697074102933e+05	1.013220035247829e+05	2.731784169034740e+02	-4.892089697341858e-02	3.020275303991992e-02	
60	3.128798592077777e-01	-8.231271131593720e-02	1.292078220718363e+00	1.290790993027587e+01	-4.342176175026055e-02	2.533700386268524e+05	1.013222250579387e+05	2.731783374818527e+02	-4.530411395142181e-02	3.015071416292270e-02	
61	2.978187434551887e-01	-8.219679959165108e-02	1.292082172471016e+00	1.287940120537280e+01	-1.584647045312882e-01	2.533704389510244e+05	1.013224954665584e+05	2.731782310387180e+02	-4.088938288722502e-02	3.008614318160685e-02	
62	2.829440961466311e-01	-8.194566211971108e-02	1.292087889771822e+00	1.284317747057478e+01	-2.783759447638699e-01	2.533711111156662e+05	1.013229005646136e+05	2.731781144554486e+02	-3.427569220551589e-02	3.000617405503066e-02	
63	2.682873429389870e-01	-8.155886124228423e-02	1.292094218407299e+00	1.279841461872318e+01	-4.013006168958266e-01	2.533715997434300e+05	1.013232608721272e+05	2.731777478633830e+02	-2.839325852070974e-02	2.990913645272449e-02	
64	2.538594070478453e-01	-8.103496360722863e-02	1.292104173613483e+00	1.274462726878782e+01	-5.294301822146643e-01	2.533724802096308e+05	1.013238074549561e+05	2.731771167565171e+02	-1.946966652549547e-02	2.979428801872203e-02	
65	2.396611717334269e-01	-8.037184898579826e-02	1.292116131917045e+00	1.267994999779038e+01	-6.608279064028505e-01	2.533731440742657e+05	1.013243035529811e+05	2.731759260589014e+02	-1.137029689556961e-02	2.965752626533723e-02	
66	2.257240732130237e-01	-7.956999934541574e-02	1.292128562227687e+00	1.260558196447565e+01	-7.972771606729153e-01	2.533741981476670e+05	1.013249856872044e+05	2.731751371532303e+02	-2.336728151421933e-04	2.950221786567262e-02	
67	2.120592752585481e-01	-7.862849652171862e-02	1.292138883923541e+00	1.251939618615426e+01	-9.378727109851992e-01	2.533752236068201e+05	1.013256934760020e+05	2.731748632152546e+02	1.132179163501700e-02	2.932379725495939e-02	
68	1.986780489018186e-01	-7.754567956775091e-02	1.292151277037767e+00	1.242078386359169e+01	-1.083406604164855e+00	2.533765299361258e+05	1.013265513796239e+05	2.731745560685343e+02	2.532805287838196e-02	2.912141901841596e-02	
69	1.856017919001527e-01	-7.632323700991243e-02	1.292165535582924e+00	1.230738025923622e+01	-1.232415539502254e+00	2.533778399247383e+05	1.013274562705542e+05	2.731739812360527e+02	4.010143585978827e-02	2.888986458280753e-02	
70	1.728316956396664e-01	-7.495941890584461e-02	1.292182147070404e+00	1.217928398347240e+01	-1.386216014595215e+00	2.533793817981930e+05	1.013284964696022e+05	2.731732737726730e+02	5.708387915400864e-02	2.863024244447168e-02	
71	1.603893426503445e-01	-7.345592768131311e-02	1.292199864741902e+00	1.203267818281650e+01	-1.544428576647618e+00	2.533810581199481e+05	1.013296449444218e+05	2.731726243774371e+02	7.583404868948372e-02	2.833436029634801e-02	
72	1.482866477776372e-01	-7.181081239229371e-02	1.292219332863883e+00	1.186668647126142e+01	-1.707234571402737e+00	2.533830462245755e+05	1.013309725917796e+05	2.731720879795937e+02	9.750941554680143e-02	2.800108436447978e-02	
73	1.365452850744474e-01	-7.002771605803750e-02	1.292238271672424e+00	1.167653868610313e+01	-1.872326686060875e+00	2.533850189044120e+05	1.013323633857683e+05	2.731718337223706e+02	1.202157236257461e-01	2.761960267756481e-02	
74	1.251773032369397e-01	-6.810659562408759e-02	1.292259913807676e+00	1.146179327331981e+01	-2.042254150611739e+00	2.533874677128512e+05	1.013340093382324e+05	2.731716958596051e+02	1.470877866626043e-01	2.719085049633420e-02	
75	1.141850028042810e-01	-6.604521227314478e-02	1.292281061164734e+00	1.121479881992968e+01	-2.213369662437462e+00	2.533900034604707e+05	1.013357781182501e+05	2.731719936988029e+02	1.759651504799514e-01	2.669717003149248e-02	
76	1.035806739761412e-01	-6.384529567927956e-02	1.292303180890791e+00	1.093512546732891e+01	-2.386105604194354e+00	2.533927817591625e+05	1.013377255396012e+05	2.731725675421510e+02	2.077590390918052e-01	2.613921559419288e-02	
77	9.339765057088301e-02	-6.151080409739959e-02	1.292325411019428e+00	1.061562011456033e+01	-2.557572012028157e+00	2.533959898237601e+05	1.013399435236321e+05	2.731738473626591e+02	2.439701739780701e-01	2.550099667753800e-02	
78	8.362881328952278e-02	-5.903939529114709e-02	1.292348202661533e+00	1.025382223234194e+01	-2.726623823517438e+00	2.533993294250950e+05	1.013423099409031e+05	2.731754085594071e+02	2.826046518641699e-01	2.477835437206640e-02	
79	7.429844117360233e-02	-5.643316301433477e-02	1.292372538458373e+00	9.839756067069329e+00	-2.889823783092166e+00	2.534033033991453e+05	1.013450455757294e+05	2.731776385367774e+02	3.272670300910953e-01	2.394918181347997e-02	
80	6.542140250555105e-02	-5.369252918603704e-02	1.292397980171159e+00	9.366095084426844e+00	-3.041694865719808e+00	2.534075258550118e+05	1.013480032549813e+05	2.731802331813279e+02	3.755545384067318e-01	2.299649172645022e-02	
81	5.700306083812308e-02	-5.081621924529583e-02	1.292425280171434e+00	8.823347479408879e+00	-3.174621924897479e+00	2.534122871142125e+05	1.013513079182351e+05	2.731833701976250e+02	4.295069587878253e-01	2.189708681204480e-02	
82	4.907030347914271e-02	-4.780811491674435e-02	1.292455755892564e+00	8.202613993547612e+00	-3.281706803645816e+00	2.534174994654134e+05	1.013549216201598e+05	2.731866687953601e+02	4.885047901554410e-01	2.062999204220084e-02	
83	4.163212933568641e-02	-4.466449539006809e-02	1.292490047275806e+00	7.490571324374195e+00	-3.347500217307390e+00	2.534234144475049e+05	1.013589495415056e+05	2.731902771672167e+02	5.542652289705434e-01	1.915778833274366e-02	
84	3.470914036163566e-02	-4.138637270604852e-02	1.292524761877375e+00	6.677625375757365e+00	-3.352787286051657e+00	2.534293862581381e+05	1.013631153088829e+05	2.731941674172983e+02	6.222761624565422e-01	1.744687429910307e-02	
85	2.832452731458448e-02	-3.797559818610223e-02	1.292565219950057e+00	5.748924654785045e+00	-3.269294290665085e+00	2.534364365233401e+05	1.013678069168172e+05	2.731982607144791e+02	6.988720465433854e-01	1.544156338322952e-02	
86	2.249706079287111e-02	-3.442739058589595e-02	1.292605723729390e+00	4.694647808276407e+00	-3.057664166032096e+00	2.534434864242975e+05	1.013725378639780e+05	2.732024501155217e+02	7.761101886519333e-01	1.308072213404496e-02	
87	1.725820251261300e-02	-3.074659403035305e-02	1.292647617929785e+00	3.518641866591205e+00	-2.662574515752925e+00	2.534507449412745e+05	1.013772855323808e+05	2.732063904454030e+02	8.536213242264805e-01	1.030172981939845e-02	
88	1.264777117368789e-02	-2.693914491936083e-02	1.292685519267881e+00	2.249423475714788e+00	-2.014197899656210e+00	2.534573193199304e+05	1.013815171916868e+05	2.732097838388915e+02	9.227080190730613e-01	7.049100826621866e-03	
89	8.692287491315920e-03	-2.300711910799886e-02	1.292721878116449e+00	9.457954088310748e-01	-1.023975155035344e+00	2.534637270060799e+05	1.013851901880297e+05	2.732119975538008e+02	9.826738998680835e-01	3.254157853799932e-03	
90	5.457617588406790e-03	-1.899546265002835e-02	1.292733022161228e+00	-2.466911994524355e-01	3.723219761211490e-01	2.534655081559974e+05	1.013861724006203e+05	2.732122891571686e+02	9.987096476959217e-01	1.042658520091769e-03	
91	2.967237978064911e-03	-1.492976377724790e-02	1.292729477991577e+00	-1.130283717220327e+00	2.197632795239115e+00	2.534648391405733e+05	1.013849908133541e+05	2.732098540875677e+02	9.794188794669717e-01	5.769178116818974e-03	
92	1.253391039548694e-03	-1.090033185974690e-02	1.292660753273783e+00	-1.461732097672116e+00	4.345606813611203e+00	2.534518224941831e+05	1.013774766425212e+05	2.732041292910626e+02	8.567414166048668e-01	1.070407707685398e-02	
93	2.924741878579445e-04	-7.002931920246669e-03	1.292605998688634e+00	-1.091998256754115e+00	6.564252070780154e+00	2.534421571414217e+05	1.013700112922890e+05	2.731955828052182e+02	7.348610060820125e-01	1.553678318254588e-02	
94	2.504097395298818e-07	-3.330924256855643e-03	1.292368533791176e+00	-4.175454569328155e-02	8.456004230051018e+00	2.533968304186191e+05	1.013476663222013e+05	2.731855493308328e+02	3.700537240763563e-01	1.974723998387667e-02	
95	2.535630961449970e-04	5.669520449716470e-05	1.292220300162731e+00	1.045781655678798e+00	9.696434998146236e+00	2.533694249777422e+05	1.013330488927001e+05	2.731774808659347e+02	1.314074110446473e-01	2.277799730303080e-02	
96	6.818398970275309e-04	3.175595001038524e-03	1.292330437507380e+00	1.762320717837299e+00	1.067540047409746e+01	2.533940664579553e+05	1.013395089336712e+05	2.731716133753216e+02	2.368749940873879e-01	2.526867755374688e-02	
97	1.251107692069056e-03	6.110550794797937e-03	1.292151647139461e+00	2.608413376787761e+00	1.153885665709294e+01	2.533637714701876e+05	1.013238471935155e+05	2.731671873901966e+02	-1.882088893610527e-02	2.763174772719093e-02	
98	1.979743594931736e-03	8.929006750222060e-03	1.292094639024027e+00	3.377258197646184e+00	1.229894729183648e+01	2.533580547015932e+05	1.013180426139632e+05	2.731635899889613e+02	-1.135873120439469e-01	2.979196352501270e-02	
99	2.388475840828498e-03	1.027881712930184e-02	1.291942694637879e+00	4.061721311069607e+00	1.274656772170903e+01	2.533313597986301e+05	1.013048379585862e+05	2.731601112882063e+02	-3.291684660573925e-01	3.125305667057005e-02	
100	2.830877769027000e-03	1.161766059139758e-02	1.291968675411907e+00	4.684326924480452e+00	1.306247408541151e+01	2.533378455781314e+05	1.013053277332687e+05	2.731559388000981e+02	-3.211723322501718e-01	3.241824177334007e-02	
101	3.847822174978819e-03	1.434464621630695e-02	1.291991676365499e+00	5.448361577186263e+00	1.353676729475525e+01	2.533442123912178e+05	1.013047236431035e+05	2.731494470666580e+02	-3.310347975114165e-01	3.408853917490433e-02	
102	5.032841522662188e-03	1.709097092480302e-02	1.291811500184005e+00	6.439455696051408e+00	1.389740857538886e+01	2.533109984960838e+05	1.012880776046208e+05	2.731426555256151e+02	-6.028004804013730e-01	3.578701410174468e-02	
103	6.421878934166126e-03	1.991535215824824e-02	1.291782004449274e+00	7.424034130123382e+00	1.414171785785637e+01	2.533073718166742e+05	1.012834522070003e+05	2.731364187392465e+02	-6.783154051262911e-01	3.731909906201986e-02	
104	8.071110145302856e-03	2.288576223911587e-02	1.291700958818531e+00	8.447118537768109e+00	1.429703513117491e+01	2.532937052557743e+05	1.012747850642297e+05	2.731301816232812e+02	-8.198164581354282e-01	3.880334755171626e-02	
105	1.002019629111484e-02	2.601273890135657e-02	1.291635162114726e+00	9.481284918082594e+00	1.434012356851502e+01	2.532828848129891e+05	1.012673927201237e+05	2.731241574557383e+02	-9.405049598603527e-01	4.017305842332031e-02	
106	1.231535667958326e-02	2.930848856710431e-02	1.291569177455114e+00	1.051518502966531e+01	1.427327218968672e+01	2.532718215094201e+05	1.012600598339189e+05	2.731183327896484e+02	-1.060222743108417e+00	4.143115867586624e-02	
107	1.499831934025869e-02	3.277109731740697e-02	1.291508968304737e+00	1.153630703709464e+01	1.409810006505539e+01	2.532616948566252e+05	1.012532895568715e+05	2.731128037328746e+02	-1.170755286153783e+00	4.257443580198714e-02	
108	1.810799760256804e-02	3.638742803317203e-02	1.291452102107120e+00	1.252247748539131e+01	1.381938429791320e+01	2.532518972613545e+05	1.012468989395956e+05	2.731075913262852e+02	-1.275089447694618e+00	4.358761963872665e-02	
109	2.166086692835762e-02	4.012197658484948e-02	1.291404081766737e+00	1.345678335570042e+01	1.344763398438840e+01	2.532436318850505e+05	1.012414015330011e+05	2.731029172376781e+02	-1.364840919725244e+00	4.446665376380781e-02	
110	2.569884457032520e-02	4.397071569212224e-02	1.291364469820295e+00	1.432572784458219e+01	1.300427456164462e+01	2.532365798575446e+05	1.012366564227213e+05	2.730984940041824e+02	-1.442310291006330e+00	4.522456676801697e-02	
111	3.021820266541440e-02	4.788703659758486e-02	1.291330124357355e+00	1.512222236354012e+01	1.249809124337742e+01	2.532304150853659e+05	1.012325555771950e+05	2.730946947594713e+02	-1.509261300763810e+00	4.585873910291634e-02	
112	3.524344196080444e-02	5.185532922297394e-02	1.291304770178849e+00	1.584105302823152e+01	1.194877502412491e+01	2.532256189890096e+05	1.012292686238362e+05	2.730911894727346e+02	-1.562924586781824e+00	4.638290904648358e-02	
113	4.077664803853897e-02	5.584756220832571e-02	1.291286991139250e+00	1.648063569454203e+01	1.136892895327967e+01	2.532222847109834e+05	1.012268263854575e+05	2.730883608815758e+02	-1.602796931271568e+00	4.680316864640933e-02	
114	4.681762281725985e-02	5.983594383434996e-02	1.291270472920938e+00	1.704121568553573e+01	1.076674452010425e+01	2.532189082107544e+05	1.012246290148171e+05	2.730859261758847e+02	-1.638671528899672e+00	4.712175806520066e-02	
115	5.337153686743919e-02	6.380117995784941e-02	1.291263203190256e+00	1.752454137958673e+01	1.015697254304106e+01	2.532173186448201e+05	1.012233813674344e+05	2.730840976842726e+02	-1.659040804346023e+00	4.735054503327330e-02	
116	6.043106241927901e-02	6.772219691557645e-02	1.291258420858152e+00	1.793750956603644e+01	9.550077928973568e+00	2.532161232509436e+05	1.012224871637190e+05	2.730826966602897e+02	-1.673639706277446e+00	4.750550768168837e-02	
117	6.798787622231627e-02	7.157884441261819e-02	1.291258478298508e+00	1.828634216928047e+01	8.949253957116094e+00	2.532157631709694e+05	1.012221075166150e+05	2.730816602830461e+02	-1.679837880971445e+00	4.759301370307924e-02	
118	7.604155935468569e-02	7.535790337051718e-02	1.291259344765553e+00	1.857793617826734e+01	8.359635905562174e+00	2.532156793858345e+05	1.012219898226212e+05	2.730811595184191e+02	-1.681759370498134e+00	4.762423457396889e-02	
119	8.457244391109828e-02	7.903729024069642e-02	1.291261755815297e+00	1.881706635412165e+01	7.784351060593933e+00	2.532160566746187e+05	1.012221943124687e+05	2.730812013007745e+02	-1.678420839044212e+00	4.760433667692508e-02	
