"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Surface_Sensitivity"	"Solution_Sensor"
57	2.663983260768273e-01	7.620974851604595e-02	-2.150080221378728e+03	3.038883854934995e+02	1.328955462354876e+01	1.324334169992935e-02	-8.092953263002925e+04	0.000000000000000e+00	
58	2.486412598241700e-01	7.556437806675377e-02	-2.112841450660719e+03	2.989000587913669e+02	1.529971007853864e+01	1.224843771079682e-02	-2.203762469591028e+05	0.000000000000000e+00	
59	2.310591553676553e-01	7.471087704715723e-02	-2.636587760447826e+03	2.993738480105419e+02	2.186788156716386e+01	1.179266280456583e-02	-1.309411806599583e+05	0.000000000000000e+00	
60	2.136899487837374e-01	7.363894409297606e-02	-2.644865992299965e+03	2.951557881206701e+02	2.388261541634746e+01	9.835925604850006e-03	-2.143393074664494e+05	0.000000000000000e+00	
61	1.965370027266952e-01	7.233751388762516e-02	-3.791613121412548e+03	3.024576231545543e+02	3.030633044180349e+01	9.440300371722683e-03	-1.295207250927548e+05	0.000000000000000e+00	
62	1.796161569993275e-01	7.079318596670307e-02	-4.623102215887543e+03	3.095405680422579e+02	3.308897953853312e+01	5.050976873853473e-03	-3.468012000192330e+05	0.000000000000000e+00	
63	1.629673797420661e-01	6.899410247830907e-02	-5.562891991947025e+03	3.252346789890916e+02	4.122374818195553e+01	-1.649363813454392e-03	-2.339940646463921e+05	0.000000000000000e+00	
64	1.466085941674609e-01	6.692308224560245e-02	-6.460277389628587e+03	3.415834597051314e+02	4.879537509078965e+01	-8.675343279937218e-03	-3.935386094553845e+05	0.000000000000000e+00	
65	1.305478441342310e-01	6.455902996872770e-02	-7.060463618219813e+03	3.595141225736014e+02	6.010197965404701e+01	-1.769686267317193e-02	-2.268217024686859e+05	0.000000000000000e+00	
66	1.148307312586249e-01	6.187809338387894e-02	-7.075909707410806e+03	3.761285402485629e+02	6.643966927015538e+01	-3.277127297048614e-02	-3.673478421161269e+05	0.000000000000000e+00	
67	9.948295277704175e-02	5.884953617919939e-02	-1.000954802058774e+04	4.036277247650578e+02	8.289260848326887e+01	-3.580032360913120e-02	-3.075676697392744e+05	0.000000000000000e+00	
68	8.453577287525443e-02	5.543291270552463e-02	-1.275389718250801e+04	4.262139508968947e+02	1.009606740673796e+02	-4.306610823117131e-02	-6.870104760449955e+05	0.000000000000000e+00	
69	7.004134024269812e-02	5.157398754605516e-02	-1.136474275990953e+04	4.337016829920963e+02	1.209657659052381e+02	-6.189971993285780e-02	-1.880838321330696e+05	0.000000000000000e+00	
70	5.604347285061273e-02	4.719400140218828e-02	-1.269198238061860e+04	4.600836814926033e+02	1.524363581943955e+02	-8.334396121607807e-02	-4.225883827530964e+05	0.000000000000000e+00	
71	4.263675757252836e-02	4.218322257140154e-02	-1.644614348546569e+04	5.304248114251471e+02	2.216874839781163e+02	-9.671857642834938e-02	-9.149641348420172e+05	0.000000000000000e+00	
72	2.996064882173083e-02	3.636707718095893e-02	-2.557077771920272e+03	3.469943514476356e+02	2.797021497587637e+02	-9.517812675460102e-04	-7.290286848840041e+06	0.000000000000000e+00	
73	1.828898861293232e-02	2.947127245260402e-02	5.683198463092611e+04	-6.185085827615162e+02	-1.944522850660325e+02	2.641810525438227e-01	-1.165661146309115e+07	0.000000000000000e+00	
74	8.219805772111288e-03	2.101947484489605e-02	1.511293240900860e+05	-3.946889338725006e+02	-1.344707422077003e+03	9.151839080561885e-01	-5.973736622729199e+07	0.000000000000000e+00	
75	1.315811434229153e-03	1.036968059009564e-02	4.447983829190336e+05	-3.731376417583184e+02	-3.249645794468799e+02	-9.402569167285979e-01	1.838579326435627e+09	0.000000000000000e+00	
76	4.101225758757904e-04	-6.303096535399816e-04	9.760539052029041e+05	-4.860038039107672e+03	2.602951351456311e+02	1.349958281182751e+00	4.422476221156931e+09	0.000000000000000e+00	
77	9.106303742558580e-04	1.274620102851963e-02	-9.084084654134533e+05	2.021669564286829e+04	1.897532883766381e+03	-8.399041608516780e+00	7.942913216172635e+10	0.000000000000000e+00	
78	1.639501698191909e-03	2.616844096242660e-02	-9.966537682419806e+05	2.791511912849258e+02	1.194363738422930e+04	-1.496728345600426e+00	-8.787020128156569e+09	0.000000000000000e+00	
79	2.716788743110876e-03	3.594890602721426e-02	-9.983938428682196e+05	-6.896746523693582e+01	2.161868154048403e+03	9.934776625973972e+00	-8.438442450064186e+08	0.000000000000000e+00	
80	3.917937923982942e-03	4.679452996186169e-02	-9.903849981693323e+05	-4.325751412388471e+02	3.315991306412622e+03	2.473619310613123e+00	-1.709509838877985e+08	0.000000000000000e+00	
81	5.287344310620265e-03	5.693126952372317e-02	-6.147676412483667e+05	4.104946223721059e+02	2.176118734428917e+03	2.591746729212991e+00	-1.223192889300341e+06	0.000000000000000e+00	
82	6.791172084840653e-03	6.642167220771933e-02	-2.486049469394241e+05	2.919306120574782e+02	2.012918072078922e+03	6.699385030861817e-01	3.569953979979733e+06	0.000000000000000e+00	
83	8.393441865322586e-03	7.551839458402002e-02	-1.074570650380607e+05	5.748235116204672e+02	2.593518552642714e+03	3.324503454618239e-01	2.187974849987292e+06	0.000000000000000e+00	
84	1.007185863140253e-02	8.411778960694188e-02	-9.871051951998736e+04	7.192198615584396e+02	3.347763300150672e+03	1.866843128298788e-02	5.429466719918723e+06	0.000000000000000e+00	
85	1.180058582022306e-02	9.219766057161374e-02	-7.385267773250460e+04	9.003258254400102e+02	3.832369654547462e+03	-1.817997352227821e-01	1.706639580585954e+06	0.000000000000000e+00	
86	1.355589405703084e-02	9.978809615073578e-02	-6.641969772650156e+04	1.003752942207487e+03	4.134425728729851e+03	-3.153878994729420e-01	6.255353856644609e+05	0.000000000000000e+00	
87	1.531499258543800e-02	1.068880296389375e-01	-5.541632390605570e+04	1.047627052630301e+03	4.077368685294392e+03	-3.457036831365488e-01	-2.796034448496547e+05	0.000000000000000e+00	
88	1.705670151527626e-02	1.134931196203671e-01	-4.676086611347778e+04	1.065546061454952e+03	3.945885609415231e+03	-3.574304106070150e-01	4.108688519679761e+06	0.000000000000000e+00	
89	1.876772154944776e-02	1.196300666834212e-01	-4.134064614332494e+04	1.083156487013027e+03	3.801081234319432e+03	-3.558540291261000e-01	1.175177134272350e+06	0.000000000000000e+00	
90	2.042283865861707e-02	1.252794682115670e-01	-3.799027226156203e+04	1.117770227758705e+03	3.722684937870581e+03	-3.477195121081754e-01	-7.129103972997746e+05	0.000000000000000e+00	
91	2.201780160287495e-02	1.304879466936323e-01	-3.820656972148181e+04	1.164450452709303e+03	3.712819493470667e+03	-3.482494176420510e-01	-1.722550161268366e+06	0.000000000000000e+00	
92	2.353664042207222e-02	1.352546441009623e-01	-3.940089095346491e+04	1.206733239931728e+03	3.710858256744982e+03	-3.470496179883334e-01	3.587850486541003e+06	0.000000000000000e+00	
93	2.497478461475587e-02	1.396100310299440e-01	-4.096970131644253e+04	1.247925043685116e+03	3.718687904942391e+03	-3.470955101983304e-01	2.514867255338804e+06	0.000000000000000e+00	
94	2.633275738874411e-02	1.435929600177417e-01	-4.126715330015373e+04	1.282288431564818e+03	3.715322320107763e+03	-3.470559000855190e-01	-7.229313246310813e+05	0.000000000000000e+00	
95	2.761759933422263e-02	1.472540230781129e-01	-4.107704534808948e+04	1.314788691594518e+03	3.703183090948951e+03	-3.443025077719265e-01	-1.536569938055109e+06	0.000000000000000e+00	
96	2.883586359549700e-02	1.506353880002545e-01	-4.115851362307307e+04	1.340107835938850e+03	3.687831715375708e+03	-3.420607222649373e-01	1.516191920613859e+06	0.000000000000000e+00	
97	3.001874038256778e-02	1.538398226065670e-01	-4.086622670829209e+04	1.365401683911807e+03	3.661140183907547e+03	-3.361895542656396e-01	2.594433550464014e+06	0.000000000000000e+00	
98	3.119324411347137e-02	1.569491317225469e-01	-4.019949683556180e+04	1.381269333939387e+03	3.642226928567446e+03	-3.364976591037959e-01	1.241334329573047e+06	0.000000000000000e+00	
99	3.177048815115498e-02	1.584519901746071e-01	-3.992675442583582e+04	1.398307208400166e+03	3.624379805183602e+03	-3.364882627198699e-01	-4.544678641348184e+05	0.000000000000000e+00	
100	3.235319787093306e-02	1.599527381016003e-01	-3.949699274437226e+04	1.414685135067378e+03	3.603341861157110e+03	-3.294592397551493e-01	-2.617971402926502e+06	0.000000000000000e+00	
101	3.357356714453673e-02	1.630443366416794e-01	-3.893690538496096e+04	1.429497217205722e+03	3.579191958051709e+03	-3.274391062372682e-01	-2.696607922615750e+06	0.000000000000000e+00	
102	3.485212921531824e-02	1.662118222237102e-01	-3.837827366469300e+04	1.452830256699400e+03	3.554983191840358e+03	-3.231418353602220e-01	-3.043593235995422e+06	0.000000000000000e+00	
103	3.622423251814864e-02	1.695337635496347e-01	-3.761488270664172e+04	1.474141710026848e+03	3.523656281077718e+03	-3.195812517596197e-01	-2.036083141910914e+06	0.000000000000000e+00	
104	3.773633419997129e-02	1.731069840419906e-01	-3.700971355514684e+04	1.497808261388800e+03	3.489323186357477e+03	-3.150208041852697e-01	-1.252273040603616e+06	0.000000000000000e+00	
105	3.941256893783313e-02	1.769667833525144e-01	-3.648553506180020e+04	1.521483967939967e+03	3.454410510216182e+03	-3.125718088049808e-01	-1.177652641606564e+06	0.000000000000000e+00	
106	4.128265410812883e-02	1.811548808269283e-01	-3.595434892582279e+04	1.550987921075795e+03	3.418882880766676e+03	-3.076514269490299e-01	-1.838341796711707e+06	0.000000000000000e+00	
107	4.337371693464896e-02	1.856997118266965e-01	-3.554461900129566e+04	1.583949206647573e+03	3.385451370979348e+03	-3.040425045375906e-01	-1.111140783951081e+06	0.000000000000000e+00	
108	4.571176266420428e-02	1.906197150524232e-01	-3.535066073678432e+04	1.622595433634204e+03	3.352175174127251e+03	-3.011423936743512e-01	-1.210654572889556e+06	0.000000000000000e+00	
109	4.831078932349280e-02	1.959021160462963e-01	-3.527837004681229e+04	1.665318439351302e+03	3.320760032251225e+03	-2.991993834200518e-01	-9.283806264579468e+05	0.000000000000000e+00	
110	5.120841742778341e-02	2.015763311633486e-01	-3.538710238392842e+04	1.712976644729052e+03	3.287639591539707e+03	-2.975183600481395e-01	-6.559328889896555e+05	0.000000000000000e+00	
111	5.441300190888798e-02	2.076081485066731e-01	-3.550101784776233e+04	1.763407739881473e+03	3.250649571134290e+03	-2.947317426370729e-01	-5.038113898609185e+05	0.000000000000000e+00	
112	5.795717568123684e-02	2.140054248508574e-01	-3.571747886821771e+04	1.816884621346933e+03	3.209427789194088e+03	-2.935457350512596e-01	-4.924834112777128e+05	0.000000000000000e+00	
113	6.186258308384672e-02	2.207493081970992e-01	-3.586951095778985e+04	1.870681351829785e+03	3.159987957984823e+03	-2.909147854440772e-01	-5.558386079022232e+05	0.000000000000000e+00	
114	6.615164453023115e-02	2.278177920236817e-01	-3.601566662708013e+04	1.927682832635205e+03	3.105708697711499e+03	-2.885448769271765e-01	-4.811170903204450e+05	0.000000000000000e+00	
115	7.085426246384829e-02	2.351956539711374e-01	-3.611038732619552e+04	1.985350415023503e+03	3.042067177333180e+03	-2.849071965801261e-01	-4.866587389457279e+05	0.000000000000000e+00	
116	7.599492995221591e-02	2.428536931897438e-01	-3.619147242913941e+04	2.044646942346712e+03	2.972391943456793e+03	-2.817801711203427e-01	-5.441309344840659e+05	0.000000000000000e+00	
117	8.159847601791792e-02	2.507594894189689e-01	-3.627754558049378e+04	2.104535262796225e+03	2.894331662199139e+03	-2.784972355249310e-01	-5.957485629960144e+05	0.000000000000000e+00	
118	8.769725441173720e-02	2.588866870573710e-01	-3.634483801951679e+04	2.165993433625235e+03	2.810508878543555e+03	-2.750001073757266e-01	-5.343856667930341e+05	0.000000000000000e+00	
119	9.430941411117807e-02	2.671861163979842e-01	-3.654928912138836e+04	2.229343769597178e+03	2.721771438265529e+03	-2.716410761440671e-01	-6.054303585760114e+05	0.000000000000000e+00	
120	1.014671763881074e-01	2.756239525138043e-01	-3.686823883976266e+04	2.295813598431567e+03	2.627979709026840e+03	-2.692595925352125e-01	-8.087657242157945e+05	0.000000000000000e+00	
121	1.091954646923335e-01	2.841524125715892e-01	-3.742123326487131e+04	2.365153218402442e+03	2.531414027085486e+03	-2.687430121509226e-01	-6.367918740975027e+05	0.000000000000000e+00	
122	1.175093423598334e-01	2.927117087527607e-01	-3.794517257402701e+04	2.439457791324247e+03	2.429925204240012e+03	-2.675175028444400e-01	-4.116784896782278e+05	0.000000000000000e+00	
123	1.264468771616176e-01	3.012633129704570e-01	-3.836119704218309e+04	2.515144201043139e+03	2.324606814913796e+03	-2.667874483447061e-01	-2.271647166461514e+05	0.000000000000000e+00	
124	1.360103340250223e-01	3.097314167306160e-01	-3.871690312115429e+04	2.590896941077697e+03	2.212347289397870e+03	-2.658293048061001e-01	-1.950796679815710e+05	0.000000000000000e+00	
125	1.462134966729123e-01	3.180555955026688e-01	-3.892752073763094e+04	2.663831769965403e+03	2.091939183462025e+03	-2.651390917340740e-01	-1.186170682747924e+05	0.000000000000000e+00	
126	1.570765498908765e-01	3.261782657841594e-01	-3.894632383338447e+04	2.731354345803680e+03	1.961004852097709e+03	-2.632437268620801e-01	-4.042550800444520e+04	0.000000000000000e+00	
127	1.686068403694774e-01	3.340304057383129e-01	-3.861689258167564e+04	2.791164098025336e+03	1.819420798716575e+03	-2.604633713543071e-01	3.060223292553658e+04	0.000000000000000e+00	
128	1.807937311408289e-01	3.415387220708115e-01	-3.806419712444421e+04	2.844421286064866e+03	1.670666116756155e+03	-2.572440239204020e-01	1.366692630481598e+05	0.000000000000000e+00	
129	1.936307527229034e-01	3.486352487336672e-01	-3.713583766060344e+04	2.888249510744323e+03	1.516203147744071e+03	-2.533266895007414e-01	1.268983490199589e+05	0.000000000000000e+00	
130	2.070944433182630e-01	3.552475288893875e-01	-3.601063520747515e+04	2.922825375405978e+03	1.356331261549869e+03	-2.492912828258672e-01	1.798597444576993e+05	0.000000000000000e+00	
131	2.211731690059617e-01	3.613208823184571e-01	-3.452687330764713e+04	2.946010197460624e+03	1.193694733396451e+03	-2.438369117608010e-01	1.416677426485373e+05	0.000000000000000e+00	
132	2.358296268946178e-01	3.667902963842402e-01	-3.278458477520631e+04	2.958765654729567e+03	1.028126626656113e+03	-2.388192908896458e-01	2.524197047352667e+05	0.000000000000000e+00	
133	2.510289491311158e-01	3.716060482399510e-01	-3.069030627583510e+04	2.957398912292207e+03	8.640536472527269e+02	-2.312000531521918e-01	1.768964096128841e+05	0.000000000000000e+00	
134	2.667316176819118e-01	3.757236548160439e-01	-2.837742206091009e+04	2.941678747594323e+03	7.007820790013263e+02	-2.254872106774761e-01	1.685626772943306e+05	0.000000000000000e+00	
135	2.828706606457469e-01	3.791031951238764e-01	-2.585660866932962e+04	2.914097600639972e+03	5.428010985026049e+02	-2.170560502848739e-01	1.053957388869505e+05	0.000000000000000e+00	
136	2.994100059551073e-01	3.817218740925468e-01	-2.311804906412015e+04	2.875259095858962e+03	3.897211931843809e+02	-2.106946114545837e-01	1.776969283710486e+05	0.000000000000000e+00	
137	3.163006815925207e-01	3.835640283888916e-01	-2.044297778710411e+04	2.830414571986750e+03	2.463215960329113e+02	-2.025474177943783e-01	1.407534758362267e+04	0.000000000000000e+00	
138	3.334701765540697e-01	3.846195820352887e-01	-1.828240927726688e+04	2.788329761208107e+03	1.100843523714524e+02	-2.004540590669217e-01	-6.215950204634917e+04	0.000000000000000e+00	
139	3.508699489836097e-01	3.848913544426276e-01	-1.674423982355664e+04	2.753937411910540e+03	-1.692914976272799e+01	-1.972494481942999e-01	-1.505532537302744e+05	0.000000000000000e+00	
140	3.684652638904808e-01	3.843880841790739e-01	-1.563577157477390e+04	2.725954029225969e+03	-1.377386799081856e+02	-1.979225708815935e-01	-1.230402368891164e+05	0.000000000000000e+00	
141	3.861889042951466e-01	3.831265127656602e-01	-1.502948037769053e+04	2.707086315878929e+03	-2.515385069616663e+02	-1.982687332758099e-01	-2.105053924318978e+05	0.000000000000000e+00	
142	4.039888706616242e-01	3.811304348074945e-01	-1.503190753011731e+04	2.700617620849216e+03	-3.611469569585368e+02	-2.029212929812345e-01	-2.525866393060928e+05	0.000000000000000e+00	
143	4.218397073372344e-01	3.784233096102728e-01	-1.540019615449600e+04	2.702830470904793e+03	-4.672189690509271e+02	-2.064057303667558e-01	-2.513611200472423e+05	0.000000000000000e+00	
144	4.396964408760434e-01	3.750355661951847e-01	-1.591293972861783e+04	2.709258380010433e+03	-5.702192910049786e+02	-2.114990894335075e-01	-2.679752078851159e+05	0.000000000000000e+00	
145	4.575181994630901e-01	3.710023028165496e-01	-1.662087956747857e+04	2.720327588236037e+03	-6.709442452468962e+02	-2.169938897147751e-01	-2.642257771222892e+05	0.000000000000000e+00	
146	4.752674093863952e-01	3.663593900879517e-01	-1.746568585476499e+04	2.736364913649963e+03	-7.701814300591460e+02	-2.227267484212364e-01	-2.645518458963303e+05	0.000000000000000e+00	
