TITLE = "SU2 Simulation"
VARIABLES = "Iteration","Sens_Geo","Sens_Mach","Sens_AoA","Sens_Press","Sens_Temp","Sens_AoS","Res_AdjFlow[0]","Res_AdjFlow[1]","Res_AdjFlow[2]","Res_AdjFlow[3]","Res_AdjFlow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, -31066.7703280265, -322.6872758301, 18.9336554293, 0.0004668457, 0.0076540169, 0.0, 0.7121063280, -1.3086481310, -1.7849602957, -3.0546698343, 0.0, 5.0000000000, 2.0000000000, 0.0041483641
           1, -91524.4682204348, 17.1532408147, 7.1406500434, -0.0009239163, 0.0622478252, 0.0, 0.9450510617, -0.1542831869, -0.0785465497, -2.8905841143, 0.0, 5.0000000000, 2.0000000000, 0.0055539807
           2, -123281.0091198946, -482.2889596907, -7.5229981928, 0.0015953321, -0.0181949168, 0.0, 0.8453849595, -0.3227599342, -0.2594810247, -3.0971776071, 0.0, 5.0000000000, 2.0000000000, 0.0069014311
           3, -160025.6404007849, -263.8492604532, 12.3623917155, -0.0020500649, 0.0169340949, 0.0, 0.4943103090, -0.5514602980, -0.4947012335, -3.2710188826, 0.0, 5.0000000000, 2.0000000000, 0.0082326810
           4, -197457.1546840037, -287.5951146304, 1.0263507403, 0.0006652792, 0.0130887967, 0.0, 0.4076266950, -0.6611887187, -0.5450828515, -3.4673739010, 0.0, 5.0000000000, 2.0000000000, 0.0095610817
           5, -223600.6651049406, -330.9348538166, 2.5026554454, 0.0006773327, 0.0060899171, 0.0, 0.3149389239, -0.8742250556, -0.6987531485, -3.5637407016, 0.0, 5.0000000000, 2.0000000000, 0.0108787497
           6, -254451.8695293386, -288.9449385070, 4.8418622275, -0.0009248444, 0.0128205930, 0.0, 0.3237519381, -0.9586827881, -0.8568395659, -3.7569839997, 0.0, 5.0000000000, 2.0000000000, 0.0121955156
           7, -284746.3684142806, -291.9610724889, 2.7796131022, 0.0002175461, 0.0123124402, 0.0, 0.1981519975, -1.0235798231, -0.9454477996, -3.9037091011, 0.0, 5.0000000000, 2.0000000000, 0.0135186672
           8, -313274.4901254112, -303.3472023656, 3.7184787507, 0.0001937329, 0.0104461711, 0.0, 0.1510420658, -1.0973695780, -1.0225178516, -3.9786231725, 0.0, 5.0000000000, 2.0000000000, 0.0148600658
           9, -342982.8363148146, -296.1118728870, 3.9556502065, -0.0002511674, 0.0115805238, 0.0, -0.0539870098, -1.1529091749, -1.0932236054, -4.0956231474, 0.0, 5.0000000000, 2.0000000000, 0.0161719163
          10, -369363.5488031846, -295.1358423374, 3.7348663771, 0.0000057841, 0.0117072968, 0.0, -0.0986591467, -1.1925236401, -1.1416646976, -4.2403977438, 0.0, 5.0000000000, 2.0000000000, 0.0174933672
          11, -393328.3952320653, -298.1652809924, 3.9973949492, 0.0000687162, 0.0111844375, 0.0, -0.1198701282, -1.2109718219, -1.1690505110, -4.3428542435, 0.0, 5.0000000000, 2.0000000000, 0.0188135306
          12, -414322.0827747507, -294.5298295419, 4.0672648262, -0.0000787762, 0.0117349756, 0.0, -0.1252016363, -1.2261188904, -1.1863875101, -4.4358140021, 0.0, 5.0000000000, 2.0000000000, 0.0201476812
          13, -431906.6296864029, -292.9655203865, 4.1336644210, -0.0000415732, 0.0119503864, 0.0, -0.1309885523, -1.2404854403, -1.1945415117, -4.5148213159, 0.0, 5.0000000000, 2.0000000000, 0.0214681506
          14, -446422.8155794513, -292.5838035603, 4.3033237957, 0.0000082741, 0.0119732015, 0.0, -0.1385484762, -1.2485500761, -1.1987314671, -4.5757671794, 0.0, 5.0000000000, 2.0000000000, 0.0227965474
          15, -458050.4298750783, -290.6231041076, 4.4386138575, -0.0000311647, 0.0122493057, 0.0, -0.1358017602, -1.2525032452, -1.1999508182, -4.6235429351, 0.0, 5.0000000000, 2.0000000000, 0.0241259495
          16, -466760.1113646913, -289.2028906838, 4.5785149125, -0.0000349009, 0.0124370373, 0.0, -0.1376870776, -1.2534583624, -1.2002040274, -4.6643262254, 0.0, 5.0000000000, 2.0000000000, 0.0254393975
          17, -472688.3293398108, -287.9154591633, 4.7256066701, -0.0000138204, 0.0126020781, 0.0, -0.1374004889, -1.2523363675, -1.2003690914, -4.6941380565, 0.0, 5.0000000000, 2.0000000000, 0.0267597318
          18, -475882.0182881459, -286.4443368223, 4.8656144595, -0.0000235442, 0.0127955959, 0.0, -0.1380608760, -1.2500500141, -1.1998208754, -4.7095668726, 0.0, 5.0000000000, 2.0000000000, 0.0280719995
          19, -476458.1081683540, -285.0314624617, 5.0116368303, -0.0000295286, 0.0129786987, 0.0, -0.1385870897, -1.2469676183, -1.1987675356, -4.7160789235, 0.0, 5.0000000000, 2.0000000000, 0.0293843667
          20, -474555.8982889295, -283.6208310375, 5.1619044396, -0.0000230742, 0.0131604609, 0.0, -0.1391386340, -1.2428747543, -1.1976219592, -4.7189820373, 0.0, 5.0000000000, 2.0000000000, 0.0309299827
          21, -470369.6625475077, -282.2008486012, 5.3137473308, -0.0000241356, 0.0133428197, 0.0, -0.1393311644, -1.2380445127, -1.1963269313, -4.7201101483, 0.0, 5.0000000000, 2.0000000000, 0.0330792149
          22, -464098.2771473570, -280.7028631347, 5.4681806660, -0.0000271675, 0.0135369196, 0.0, -0.1391295785, -1.2327971511, -1.1950046198, -4.7204484304, 0.0, 5.0000000000, 2.0000000000, 0.0352545142
          23, -455954.7856765097, -279.1789198021, 5.6230992839, -0.0000256251, 0.0137344159, 0.0, -0.1386001589, -1.2272439571, -1.1937661430, -4.7202965303, 0.0, 5.0000000000, 2.0000000000, 0.0374212503
          24, -446160.9091163385, -277.6643235225, 5.7793205493, -0.0000255084, 0.0139296563, 0.0, -0.1378756899, -1.2215924666, -1.1925797522, -4.7197261913, 0.0, 5.0000000000, 2.0000000000, 0.0395951470
          25, -434943.0424562203, -276.1249433484, 5.9372544134, -0.0000270027, 0.0141281849, 0.0, -0.1369002009, -1.2159755123, -1.1914348663, -4.7190097012, 0.0, 5.0000000000, 2.0000000000, 0.0417736173
          26, -422527.5837006709, -274.5883986086, 6.0961557891, -0.0000271754, 0.0143255758, 0.0, -0.1357182160, -1.2104457660, -1.1903895200, -4.7184396996, 0.0, 5.0000000000, 2.0000000000, 0.0439563990
          27, -409146.9465237813, -273.0624315217, 6.2559022436, -0.0000273288, 0.0145205981, 0.0, -0.1343457841, -1.2050781563, -1.1894672199, -4.7182126739, 0.0, 5.0000000000, 2.0000000000, 0.0461022337
          28, -395031.5511602389, -271.5268174964, 6.4161785323, -0.0000282438, 0.0147165267, 0.0, -0.1328087128, -1.1999369276, -1.1886610339, -4.7183037735, 0.0, 5.0000000000, 2.0000000000, 0.0482832829
          29, -380405.6470778395, -269.9851519510, 6.5766410261, -0.0000289238, 0.0149127895, 0.0, -0.1311385856, -1.1950487867, -1.1879795208, -4.7186340151, 0.0, 5.0000000000, 2.0000000000, 0.0504406174
          30, -365483.3148689232, -268.4413440447, 6.7372988061, -0.0000295255, 0.0151087558, 0.0, -0.1293874980, -1.1904337321, -1.1874262701, -4.7191652863, 0.0, 5.0000000000, 2.0000000000, 0.0526449323
