"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
         181, 0.2825564143, 0.0127057376, 0.0141976146, 0.1488108811, -0.0630714550, 0.0130347725, -0.0023957173, 0.0141976146, 0.2828317937, 22.2384896902, -9.8784130366, -9.9205721978, -9.9759558912, -9.8275231656, -9.3889555121, 2.0000000000, 5.0000000000, 2.8591203014
         182, 0.2825564288, 0.0127057371, 0.0141976157, 0.1488108897, -0.0630714593, 0.0130347733, -0.0023957186, 0.0141976157, 0.2828318083, 22.2384916574, -9.9092183540, -9.9477197764, -10.0056718896, -9.8543270089, -9.4194184720, 2.0000000000, 5.0000000000, 2.8754033844
         183, 0.2825564421, 0.0127057366, 0.0141976167, 0.1488108977, -0.0630714631, 0.0130347741, -0.0023957198, 0.0141976167, 0.2828318215, 22.2384936047, -9.9398240612, -9.9751344069, -10.0359416616, -9.8813425649, -9.4494403609, 2.0000000000, 5.0000000000, 2.8908054511
         184, 0.2825564543, 0.0127057360, 0.0141976176, 0.1488109050, -0.0630714665, 0.0130347749, -0.0023957210, 0.0141976176, 0.2828318336, 22.2384955302, -9.9700619194, -10.0027978782, -10.0666707177, -9.9085238224, -9.4789408221, 2.0000000000, 5.0000000000, 2.9060801506
         185, 0.2825564655, 0.0127057355, 0.0141976185, 0.1488109119, -0.0630714695, 0.0130347756, -0.0023957222, 0.0141976185, 0.2828318448, 22.2384974311, -9.9998111307, -10.0306926026, -10.0977517960, -9.9358432978, -9.5079157951, 2.0000000000, 5.0000000000, 2.9214570522
         186, 0.2825564757, 0.0127057349, 0.0141976193, 0.1488109182, -0.0630714723, 0.0130347763, -0.0023957233, 0.0141976193, 0.2828318550, 22.2384993043, -10.0290162742, -10.0588018986, -10.1290747063, -9.9632933326, -9.5364370702, 2.0000000000, 5.0000000000, 2.9368398825
         187, 0.2825564852, 0.0127057342, 0.0141976201, 0.1488109242, -0.0630714748, 0.0130347770, -0.0023957245, 0.0141976201, 0.2828318644, 22.2385011461, -10.0576953132, -10.0871095740, -10.1605369832, -9.9908852248, -9.5646400796, 2.0000000000, 5.0000000000, 2.9522664348
         188, 0.2825564939, 0.0127057336, 0.0141976208, 0.1488109297, -0.0630714770, 0.0130347777, -0.0023957256, 0.0141976208, 0.2828318730, 22.2385029526, -10.0859361053, -10.1155989908, -10.1920541210, -10.0186463578, -9.5927022669, 2.0000000000, 5.0000000000, 2.9676591833
         189, 0.2825565019, 0.0127057329, 0.0141976215, 0.1488109349, -0.0630714791, 0.0130347784, -0.0023957267, 0.0141976215, 0.2828318810, 22.2385047203, -10.1138822152, -10.1442517750, -10.2235678748, -10.0466157511, -9.6208169953, 2.0000000000, 5.0000000000, 2.9831424673
         190, 0.2825565093, 0.0127057323, 0.0141976222, 0.1488109397, -0.0630714809, 0.0130347790, -0.0023957277, 0.0141976222, 0.2828318884, 22.2385064452, -10.1417111112, -10.1730466984, -10.2550515954, -10.0748386863, -9.6491669631, 2.0000000000, 5.0000000000, 2.9995996833
         191, 0.2825565162, 0.0127057316, 0.0141976228, 0.1488109442, -0.0630714826, 0.0130347796, -0.0023957287, 0.0141976228, 0.2828318952, 22.2385081240, -10.1696092130, -10.2019585880, -10.2865116077, -10.1033611333, -9.6779014848, 2.0000000000, 5.0000000000, 3.0149698019
         192, 0.2825565226, 0.0127057310, 0.0141976234, 0.1488109485, -0.0630714841, 0.0130347801, -0.0023957297, 0.0141976234, 0.2828319015, 22.2385097534, -10.1977473574, -10.2309581941, -10.3179844619, -10.1322244623, -9.7071188299, 2.0000000000, 5.0000000000, 3.0312806328
         193, 0.2825565284, 0.0127057304, 0.0141976239, 0.1488109524, -0.0630714855, 0.0130347807, -0.0023957307, 0.0141976239, 0.2828319074, 22.2385113308, -10.2262602979, -10.2600122243, -10.3495303735, -10.1614611620, -9.7368556165, 2.0000000000, 5.0000000000, 3.0467991352
         194, 0.2825565339, 0.0127057297, 0.0141976244, 0.1488109562, -0.0630714867, 0.0130347812, -0.0023957316, 0.0141976244, 0.2828319128, 22.2385128538, -10.2552313202, -10.2890845429, -10.3812237923, -10.1910918274, -9.7670824844, 2.0000000000, 5.0000000000, 3.0622268677
         195, 0.2825565389, 0.0127057291, 0.0141976249, 0.1488109597, -0.0630714878, 0.0130347817, -0.0023957325, 0.0141976249, 0.2828319178, 22.2385143206, -10.2846834143, -10.3181374851, -10.4131425063, -10.2211236583, -9.7977064267, 2.0000000000, 5.0000000000, 3.0775217692
         196, 0.2825565436, 0.0127057285, 0.0141976254, 0.1488109629, -0.0630714888, 0.0130347822, -0.0023957333, 0.0141976254, 0.2828319224, 22.2385157298, -10.3145765176, -10.3471335650, -10.4453565747, -10.2515504613, -9.8285797442, 2.0000000000, 5.0000000000, 3.0929366509
         197, 0.2825565478, 0.0127057279, 0.0141976258, 0.1488109660, -0.0630714896, 0.0130347827, -0.0023957341, 0.0141976258, 0.2828319266, 22.2385170805, -10.3448111747, -10.3760374558, -10.4779183832, -10.2823542109, -9.8595149525, 2.0000000000, 5.0000000000, 3.1084042668
         198, 0.2825565518, 0.0127057274, 0.0141976263, 0.1488109688, -0.0630714904, 0.0130347831, -0.0023957349, 0.0141976263, 0.2828319305, 22.2385183724, -10.3752384816, -10.4048181485, -10.5108551255, -10.3135078109, -9.8903057989, 2.0000000000, 5.0000000000, 3.1240147988
         199, 0.2825565554, 0.0127057268, 0.0141976266, 0.1488109714, -0.0630714910, 0.0130347835, -0.0023957356, 0.0141976266, 0.2828319341, 22.2385196056, -10.4056757035, -10.4334506511, -10.5441642058, -10.3449789016, -9.9207515252, 2.0000000000, 5.0000000000, 3.1402191838
         200, 0.2825565587, 0.0127057263, 0.0141976270, 0.1488109739, -0.0630714916, 0.0130347839, -0.0023957363, 0.0141976270, 0.2828319374, 22.2385207807, -10.4359269156, -10.4619180304, -10.5778120614, -10.3767341293, -9.9506822210, 2.0000000000, 5.0000000000, 3.1556823333
         201, 0.2825565617, 0.0127057258, 0.0141976274, 0.1488109761, -0.0630714921, 0.0130347843, -0.0023957370, 0.0141976274, 0.2828319404, 22.2385218986, -10.4658066514, -10.4902132709, -10.6117367638, -10.4087434736, -9.9799813721, 2.0000000000, 5.0000000000, 3.1770688335
         202, 0.2825565645, 0.0127057253, 0.0141976277, 0.1488109782, -0.0630714924, 0.0130347847, -0.0023957376, 0.0141976277, 0.2828319431, 22.2385229607, -10.4951629252, -10.5183403712, -10.6458539500, -10.4409841561, -10.0086003989, 2.0000000000, 5.0000000000, 3.1923987190
         203, 0.2825565669, 0.0127057249, 0.0141976280, 0.1488109802, -0.0630714927, 0.0130347850, -0.0023957382, 0.0141976280, 0.2828319455, 22.2385239686, -10.5238969296, -10.5463151405, -10.6800656394, -10.4734434623, -10.0365636888, 2.0000000000, 5.0000000000, 3.2077117999
         204, 0.2825565692, 0.0127057244, 0.0141976283, 0.1488109819, -0.0630714929, 0.0130347853, -0.0023957388, 0.0141976283, 0.2828319477, 22.2385249240, -10.5519750197, -10.5741646285, -10.7142713044, -10.5061200329, -10.0639622630, 2.0000000000, 5.0000000000, 3.2230097175
         205, 0.2825565712, 0.0127057240, 0.0141976286, 0.1488109835, -0.0630714930, 0.0130347856, -0.0023957393, 0.0141976286, 0.2828319497, 22.2385258292, -10.5794308279, -10.6019257326, -10.7483793053, -10.5390236021, -10.0909367889, 2.0000000000, 5.0000000000, 3.2383517663
         206, 0.2825565729, 0.0127057236, 0.0141976289, 0.1488109850, -0.0630714931, 0.0130347859, -0.0023957398, 0.0141976289, 0.2828319514, 22.2385266862, -10.6063573332, -10.6296427423, -10.7823175898, -10.5721729942, -10.1176559043, 2.0000000000, 5.0000000000, 3.2536066333
         207, 0.2825565745, 0.0127057232, 0.0141976291, 0.1488109863, -0.0630714931, 0.0130347862, -0.0023957403, 0.0141976291, 0.2828319529, 22.2385274973, -10.6328906098, -10.6573649131, -10.8160422237, -10.6055924037, -10.1442917745, 2.0000000000, 5.0000000000, 3.2689646165
         208, 0.2825565758, 0.0127057228, 0.0141976294, 0.1488109875, -0.0630714930, 0.0130347865, -0.0023957407, 0.0141976294, 0.2828319543, 22.2385282648, -10.6591882165, -10.6851435101, -10.8495416322, -10.6393069470, -10.1709976780, 2.0000000000, 5.0000000000, 3.2841890176
         209, 0.2825565770, 0.0127057224, 0.0141976296, 0.1488109886, -0.0630714929, 0.0130347867, -0.0023957411, 0.0141976296, 0.2828319554, 22.2385289907, -10.6854076443, -10.7130290421, -10.8828373680, -10.6733373274, -10.1978915124, 2.0000000000, 5.0000000000, 3.2996172825
         210, 0.2825565779, 0.0127057221, 0.0141976298, 0.1488109895, -0.0630714927, 0.0130347870, -0.0023957415, 0.0141976298, 0.2828319563, 22.2385296774, -10.7116859612, -10.7410686460, -10.9159796489, -10.7076945331, -10.2250438926, 2.0000000000, 5.0000000000, 3.3151183168
         211, 0.2825565787, 0.0127057218, 0.0141976300, 0.1488109903, -0.0630714924, 0.0130347872, -0.0023957419, 0.0141976300, 0.2828319571, 22.2385303269, -10.7381247635, -10.7693046350, -10.9490391532, -10.7423752484, -10.2524734375, 2.0000000000, 5.0000000000, 3.3304627021
         212, 0.2825565794, 0.0127057214, 0.0141976302, 0.1488109911, -0.0630714921, 0.0130347874, -0.0023957423, 0.0141976302, 0.2828319578, 22.2385309412, -10.7647806812, -10.7977724082, -10.9820958087, -10.7773580628, -10.2801484632, 2.0000000000, 5.0000000000, 3.3458523512
         213, 0.2825565799, 0.0127057211, 0.0141976304, 0.1488109917, -0.0630714918, 0.0130347876, -0.0023957426, 0.0141976304, 0.2828319582, 22.2385315220, -10.7916615210, -10.8264990764, -11.0152264234, -10.8126013813, -10.3079930449, 2.0000000000, 5.0000000000, 3.3611197829
         214, 0.2825565803, 0.0127057208, 0.0141976306, 0.1488109922, -0.0630714914, 0.0130347878, -0.0023957429, 0.0141976306, 0.2828319586, 22.2385320711, -10.8187290002, -10.8555027571, -11.0484922169, -10.8480429338, -10.3358989849, 2.0000000000, 5.0000000000, 3.3764903665
         215, 0.2825565805, 0.0127057205, 0.0141976307, 0.1488109927, -0.0630714911, 0.0130347880, -0.0023957432, 0.0141976307, 0.2828319588, 22.2385325902, -10.8459054106, -10.8847915262, -11.0819283672, -10.8836014253, -10.3637397396, 2.0000000000, 5.0000000000, 3.3918810169
         216, 0.2825565807, 0.0127057203, 0.0141976309, 0.1488109931, -0.0630714906, 0.0130347882, -0.0023957435, 0.0141976309, 0.2828319590, 22.2385330806, -10.8730853858, -10.9143640714, -11.1155361487, -10.9191802975, -10.3913883450, 2.0000000000, 5.0000000000, 3.4072514494
         217, 0.2825565807, 0.0127057200, 0.0141976310, 0.1488109934, -0.0630714902, 0.0130347883, -0.0023957438, 0.0141976310, 0.2828319590, 22.2385335437, -10.9001501688, -10.9442085787, -11.1492785789, -10.9546731180, -10.4187332455, 2.0000000000, 5.0000000000, 3.4226120154
         218, 0.2825565806, 0.0127057198, 0.0141976311, 0.1488109936, -0.0630714897, 0.0130347885, -0.0023957440, 0.0141976311, 0.2828319589, 22.2385339809, -10.9269845541, -10.9743042699, -11.1830804672, -10.9899700456, -10.4456939292, 2.0000000000, 5.0000000000, 3.4379546523
         219, 0.2825565805, 0.0127057195, 0.0141976313, 0.1488109938, -0.0630714893, 0.0130347886, -0.0023957443, 0.0141976313, 0.2828319588, 22.2385343932, -10.9534909620, -11.0046221021, -11.2168327296, -11.0249655855, -10.4722298406, 2.0000000000, 5.0000000000, 3.4532665690
         220, 0.2825565803, 0.0127057193, 0.0141976314, 0.1488109940, -0.0630714888, 0.0130347888, -0.0023957445, 0.0141976314, 0.2828319585, 22.2385347817, -10.9796031084, -11.0351257488, -11.2503999517, -11.0595649488, -10.4983450387, 2.0000000000, 5.0000000000, 3.4686263680
         221, 0.2825565800, 0.0127057191, 0.0141976315, 0.1488109940, -0.0630714883, 0.0130347889, -0.0023957447, 0.0141976315, 0.2828319583, 22.2385351474, -11.0052934790, -11.0657723255, -11.2836320263, -11.0936893422, -10.5240843484, 2.0000000000, 5.0000000000, 3.4839698513
         222, 0.2825565797, 0.0127057189, 0.0141976316, 0.1488109941, -0.0630714878, 0.0130347890, -0.0023957449, 0.0141976316, 0.2828319579, 22.2385354914, -11.0305748593, -11.0965136050, -11.3163772328, -11.1272786760, -10.5495246850, 2.0000000000, 5.0000000000, 3.4991305153
         223, 0.2825565793, 0.0127057187, 0.0141976317, 0.1488109941, -0.0630714873, 0.0130347891, -0.0023957451, 0.0141976317, 0.2828319575, 22.2385358144, -11.0554969456, -11.1272957796, -11.3484957616, -11.1602911861, -10.5747617970, 2.0000000000, 5.0000000000, 3.5144943674
         224, 0.2825565789, 0.0127057185, 0.0141976317, 0.1488109941, -0.0630714868, 0.0130347892, -0.0023957452, 0.0141976317, 0.2828319571, 22.2385361173, -11.0801373233, -11.1580611287, -11.3798715056, -11.1927000029, -10.5998965278, 2.0000000000, 5.0000000000, 3.5297475338
         225, 0.2825565784, 0.0127057183, 0.0141976318, 0.1488109941, -0.0630714863, 0.0130347893, -0.0023957454, 0.0141976318, 0.2828319566, 22.2385364009, -11.1045883495, -11.1887481695, -11.4104195343, -11.2244869649, -10.6250191668, 2.0000000000, 5.0000000000, 3.5450979153
         226, 0.2825565779, 0.0127057181, 0.0141976319, 0.1488109940, -0.0630714859, 0.0130347894, -0.0023957455, 0.0141976319, 0.2828319561, 22.2385366661, -11.1289446354, -11.2192918792, -11.4400903754, -11.2556351332, -10.6501989212, 2.0000000000, 5.0000000000, 3.5604696671
         227, 0.2825565774, 0.0127057179, 0.0141976319, 0.1488109939, -0.0630714854, 0.0130347895, -0.0023957457, 0.0141976319, 0.2828319556, 22.2385369135, -11.1532899454, -11.2496259527, -11.4688665550, -11.2861209676, -10.6754757632, 2.0000000000, 5.0000000000, 3.5758717020
         228, 0.2825565769, 0.0127057178, 0.0141976320, 0.1488109938, -0.0630714849, 0.0130347896, -0.0023957458, 0.0141976320, 0.2828319551, 22.2385371439, -11.1776878822, -11.2796833507, -11.4967564175, -11.3159068043, -10.7008561006, 2.0000000000, 5.0000000000, 3.5912519336
         229, 0.2825565764, 0.0127057176, 0.0141976320, 0.1488109937, -0.0630714845, 0.0130347897, -0.0023957459, 0.0141976320, 0.2828319546, 22.2385373581, -11.2021751381, -11.3093978204, -11.5237826466, -11.3449373382, -10.7263144676, 2.0000000000, 5.0000000000, 3.6065751672
         230, 0.2825565759, 0.0127057175, 0.0141976321, 0.1488109936, -0.0630714841, 0.0130347898, -0.0023957460, 0.0141976321, 0.2828319540, 22.2385375567, -11.2267586001, -11.3387075311, -11.5499717970, -11.3731380141, -10.7517968180, 2.0000000000, 5.0000000000, 3.6219007015
         231, 0.2825565753, 0.0127057174, 0.0141976321, 0.1488109934, -0.0630714836, 0.0130347898, -0.0023957461, 0.0141976321, 0.2828319535, 22.2385377405, -11.2514171258, -11.3675541533, -11.5753432618, -11.4004186659, -10.7772290896, 2.0000000000, 5.0000000000, 3.6372335156
         232, 0.2825565748, 0.0127057173, 0.0141976322, 0.1488109933, -0.0630714832, 0.0130347899, -0.0023957462, 0.0141976322, 0.2828319529, 22.2385379102, -11.2761038950, -11.3958875064, -11.5999025568, -11.4266797997, -10.8025253881, 2.0000000000, 5.0000000000, 3.6525899490
         233, 0.2825565742, 0.0127057171, 0.0141976322, 0.1488109931, -0.0630714828, 0.0130347899, -0.0023957463, 0.0141976322, 0.2828319524, 22.2385380665, -11.3007571514, -11.4236641841, -11.6236392786, -11.4518244309, -10.8276028968, 2.0000000000, 5.0000000000, 3.6678712487
         234, 0.2825565737, 0.0127057170, 0.0141976322, 0.1488109930, -0.0630714825, 0.0130347900, -0.0023957464, 0.0141976322, 0.2828319519, 22.2385382101, -11.3253061164, -11.4508509222, -11.6465297390, -11.4757686860, -10.8523894124, 2.0000000000, 5.0000000000, 3.6832329512
         235, 0.2825565732, 0.0127057169, 0.0141976323, 0.1488109928, -0.0630714821, 0.0130347900, -0.0023957464, 0.0141976323, 0.2828319513, 22.2385383417, -11.3496826231, -11.4774245431, -11.6685434028, -11.4984549451, -10.8768352935, 2.0000000000, 5.0000000000, 3.6984984159
         236, 0.2825565727, 0.0127057168, 0.0141976323, 0.1488109927, -0.0630714818, 0.0130347901, -0.0023957465, 0.0141976323, 0.2828319508, 22.2385384619, -11.3738310086, -11.5033727678, -11.6896513082, -11.5198611623, -10.9009192823, 2.0000000000, 5.0000000000, 3.7138560851
         237, 0.2825565722, 0.0127057168, 0.0141976323, 0.1488109925, -0.0630714814, 0.0130347901, -0.0023957466, 0.0141976323, 0.2828319503, 22.2385385715, -11.3977137975, -11.5286936458, -11.7098402366, -11.5400057300, -10.9246497738, 2.0000000000, 5.0000000000, 3.7292971690
         238, 0.2825565717, 0.0127057167, 0.0141976323, 0.1488109924, -0.0630714811, 0.0130347902, -0.0023957466, 0.0141976323, 0.2828319498, 22.2385386712, -11.4213191480, -11.5533940617, -11.7291179590, -11.5589490548, -10.9480663584, 2.0000000000, 5.0000000000, 3.7446467996
         239, 0.2825565712, 0.0127057166, 0.0141976324, 0.1488109922, -0.0630714808, 0.0130347902, -0.0023957467, 0.0141976324, 0.2828319493, 22.2385387615, -11.4446595609, -11.5774904748, -11.7475213751, -11.5767878738, -10.9712297563, 2.0000000000, 5.0000000000, 3.7599433343
         240, 0.2825565707, 0.0127057165, 0.0141976324, 0.1488109921, -0.0630714805, 0.0130347902, -0.0023957467, 0.0141976324, 0.2828319488, 22.2385388431, -11.4677730762, -11.6010048225, -11.7651177636, -11.5936472042, -10.9942181695, 2.0000000000, 5.0000000000, 3.7752707839
         241, 0.2825565703, 0.0127057165, 0.0141976324, 0.1488109919, -0.0630714803, 0.0130347902, -0.0023957467, 0.0141976324, 0.2828319484, 22.2385389167, -11.4907158243, -11.6239636432, -11.7820020828, -11.6096702160, -11.0171159506, 2.0000000000, 5.0000000000, 3.7905869842
         242, 0.2825565698, 0.0127057164, 0.0141976324, 0.1488109918, -0.0630714800, 0.0130347903, -0.0023957468, 0.0141976324, 0.2828319480, 22.2385389827, -11.5135557048, -11.6463962113, -11.7982905791, -11.6250061488, -11.0400031802, 2.0000000000, 5.0000000000, 3.8059598009
         243, 0.2825565694, 0.0127057164, 0.0141976324, 0.1488109916, -0.0630714797, 0.0130347903, -0.0023957468, 0.0141976324, 0.2828319475, 22.2385390418, -11.5363651518, -11.6683323500, -11.8141128791, -11.6398016858, -11.0629498367, 2.0000000000, 5.0000000000, 3.8213368018
         244, 0.2825565690, 0.0127057163, 0.0141976324, 0.1488109915, -0.0630714795, 0.0130347903, -0.0023957468, 0.0141976324, 0.2828319471, 22.2385390945, -11.5592128855, -11.6897994408, -11.8296020956, -11.6541928143, -11.0860095352, 2.0000000000, 5.0000000000, 3.8367381493
         245, 0.2825565686, 0.0127057163, 0.0141976324, 0.1488109913, -0.0630714793, 0.0130347903, -0.0023957469, 0.0141976324, 0.2828319467, 22.2385391413, -11.5821579342, -11.7108257952, -11.8448847242, -11.6683007648, -11.1092150148, 2.0000000000, 5.0000000000, 3.8520326654
         246, 0.2825565682, 0.0127057162, 0.0141976324, 0.1488109912, -0.0630714791, 0.0130347903, -0.0023957469, 0.0141976324, 0.2828319463, 22.2385391827, -11.6052434639, -11.7314362773, -11.8600752758, -11.6822295690, -11.1325784273, 2.0000000000, 5.0000000000, 3.8674610019
         247, 0.2825565678, 0.0127057162, 0.0141976324, 0.1488109911, -0.0630714789, 0.0130347904, -0.0023957469, 0.0141976324, 0.2828319460, 22.2385392191, -11.6284960426, -11.7516539268, -11.8752710171, -11.6960654465, -11.1560923925, 2.0000000000, 5.0000000000, 3.8827028990
         248, 0.2825565675, 0.0127057162, 0.0141976324, 0.1488109909, -0.0630714787, 0.0130347904, -0.0023957469, 0.0141976324, 0.2828319456, 22.2385392509, -11.6519234977, -11.7714994562, -11.8905491633, -11.7098789654, -11.1797344741, 2.0000000000, 5.0000000000, 3.8981736342
         249, 0.2825565671, 0.0127057161, 0.0141976324, 0.1488109908, -0.0630714785, 0.0130347904, -0.0023957469, 0.0141976324, 0.2828319452, 22.2385392784, -11.6755171244, -11.7909946667, -11.9059657870, -11.7237276212, -11.2034678268, 2.0000000000, 5.0000000000, 3.9136430820
         250, 0.2825565668, 0.0127057161, 0.0141976324, 0.1488109907, -0.0630714783, 0.0130347904, -0.0023957469, 0.0141976324, 0.2828319449, 22.2385393021, -11.6992558304, -11.8101598917, -11.9215590527, -11.7376575324, -11.2272547816, 2.0000000000, 5.0000000000, 3.9290776332
         251, 0.2825565665, 0.0127057161, 0.0141976324, 0.1488109905, -0.0630714782, 0.0130347904, -0.0023957469, 0.0141976324, 0.2828319446, 22.2385393223, -11.7231057112, -11.8290151332, -11.9373490159, -11.7517076038, -11.2510528568, 2.0000000000, 5.0000000000, 3.9444720825
         252, 0.2825565662, 0.0127057160, 0.0141976324, 0.1488109904, -0.0630714780, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319443, 22.2385393393, -11.7470301943, -11.8475853257, -11.9533458496, -11.7659097883, -11.2748279148, 2.0000000000, 5.0000000000, 3.9605989178
         253, 0.2825565659, 0.0127057160, 0.0141976324, 0.1488109903, -0.0630714779, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319440, 22.2385393532, -11.7709923617, -11.8658933961, -11.9695474074, -11.7802931870, -11.2985535545, 2.0000000000, 5.0000000000, 3.9760377487
         254, 0.2825565656, 0.0127057160, 0.0141976324, 0.1488109902, -0.0630714777, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319437, 22.2385393645, -11.7949608729, -11.8839692121, -11.9859476212, -11.7948827628, -11.3222170031, 2.0000000000, 5.0000000000, 3.9914374669
         255, 0.2825565653, 0.0127057160, 0.0141976324, 0.1488109901, -0.0630714776, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319434, 22.2385393733, -11.8189097092, -11.9018398050, -12.0025380626, -11.8097020826, -11.3458150330, 2.0000000000, 5.0000000000, 4.0067497015
         256, 0.2825565650, 0.0127057160, 0.0141976324, 0.1488109900, -0.0630714774, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319431, 22.2385393798, -11.8428280971, -11.9195392991, -12.0193116584, -11.8247703212, -11.3693628689, 2.0000000000, 5.0000000000, 4.0220800320
         257, 0.2825565648, 0.0127057160, 0.0141976324, 0.1488109899, -0.0630714773, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319429, 22.2385393843, -11.8667117829, -11.9370996123, -12.0362586803, -11.8401060265, -11.3928779851, 2.0000000000, 5.0000000000, 4.0373649677
         258, 0.2825565645, 0.0127057159, 0.0141976324, 0.1488109897, -0.0630714772, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319426, 22.2385393868, -11.8905693417, -11.9545564214, -12.0533761474, -11.8557228700, -11.4163892604, 2.0000000000, 5.0000000000, 4.0527481000
         259, 0.2825565643, 0.0127057159, 0.0141976324, 0.1488109896, -0.0630714771, 0.0130347904, -0.0023957470, 0.0141976324, 0.2828319424, 22.2385393876, -11.9144182900, -11.9719444671, -12.0706627451, -11.8716317602, -11.4399258362, 2.0000000000, 5.0000000000, 4.0681318521
         260, 0.2825565640, 0.0127057159, 0.0141976324, 0.1488109895, -0.0630714770, 0.0130347905, -0.0023957470, 0.0141976324, 0.2828319421, 22.2385393868, -11.9382809958, -11.9892957962, -12.0881184637, -11.8878386939, -11.4635162812, 2.0000000000, 5.0000000000, 4.0835328499
         261, 0.2825565638, 0.0127057159, 0.0141976324, 0.1488109894, -0.0630714769, 0.0130347905, -0.0023957470, 0.0141976324, 0.2828319419, 22.2385393846, -11.9621827895, -12.0066453344, -12.1057461387, -11.9043450912, -11.4871847574, 2.0000000000, 5.0000000000, 4.0988686522
         262, 0.2825565636, 0.0127057159, 0.0141976324, 0.1488109893, -0.0630714768, 0.0130347905, -0.0023957470, 0.0141976324, 0.2828319417, 22.2385393810, -11.9861469059, -12.0240225425, -12.1235470757, -11.9211494377, -11.5109461396, 2.0000000000, 5.0000000000, 4.1141425848
         263, 0.2825565634, 0.0127057159, 0.0141976324, 0.1488109892, -0.0630714767, 0.0130347905, -0.0023957470, 0.0141976324, 0.2828319415, 22.2385393762, -12.0101952347, -12.0414554565, -12.1415231750, -11.9382451653, -11.5348111563, 2.0000000000, 5.0000000000, 4.1294888496
