"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          87, 0.2826560638, 0.0127096089, 0.0141999696, 0.1488702628, -0.0631119266, 0.0130359028, -0.0023971710, 0.0141999696, 0.2829315079, 22.2395563721, -7.1221963652, -7.2020250599, -7.5183284905, -7.4487538466, -6.6245134500, 2.0000000000, 5.0000000000, 1.3451233824
          88, 0.2826496561, 0.0127093285, 0.0141998666, 0.1488667123, -0.0631090363, 0.0130359206, -0.0023971090, 0.0141998666, 0.2829250943, 22.2395428834, -7.1508263526, -7.2375275312, -7.5495905091, -7.4801800436, -6.6538920832, 2.0000000000, 5.0000000000, 1.3610618512
          89, 0.2826430075, 0.0127089997, 0.0141997585, 0.1488629975, -0.0631060458, 0.0130359455, -0.0023970824, 0.0141997585, 0.2829184376, 22.2395951205, -7.1795876530, -7.2730993226, -7.5798570300, -7.5115794480, -6.6834897992, 2.0000000000, 5.0000000000, 1.3767519355
          90, 0.2826362285, 0.0127086396, 0.0141996465, 0.1488591823, -0.0631030094, 0.0130359723, -0.0023970801, 0.0141996465, 0.2829116491, 22.2396919153, -7.2086335547, -7.3086176117, -7.6089453908, -7.5429081658, -6.7133947961, 2.0000000000, 5.0000000000, 1.3921945016
          91, 0.2826294218, 0.0127082629, 0.0141995323, 0.1488553264, -0.0630999763, 0.0130359971, -0.0023970928, 0.0141995323, 0.2829048320, 22.2398153834, -7.2380738276, -7.3439689981, -7.6367924847, -7.5740341167, -6.7436461983, 2.0000000000, 5.0000000000, 1.4092761834
          92, 0.2826226796, 0.0127078827, 0.0141994170, 0.1488514844, -0.0630969906, 0.0130360167, -0.0023971126, 0.0141994170, 0.2828980791, 22.2399502282, -7.2679602762, -7.3790653880, -7.6634600437, -7.6047504322, -6.7742270947, 2.0000000000, 5.0000000000, 1.4252191822
          93, 0.2826160833, 0.0127075097, 0.0141993017, 0.1488477048, -0.0630940906, 0.0130360290, -0.0023971330, 0.0141993017, 0.2828914723, 22.2400840050, -7.2982803882, -7.4138567116, -7.6891145343, -7.6348000566, -6.8050664312, 2.0000000000, 5.0000000000, 1.4407127500
          94, 0.2826097024, 0.0127071525, 0.0141991876, 0.1488440295, -0.0630913081, 0.0130360324, -0.0023971491, 0.0141991876, 0.2828850814, 22.2402070601, -7.3289575405, -7.4483391354, -7.7139894133, -7.6639148534, -6.8360467897, 2.0000000000, 5.0000000000, 1.4580700358
          95, 0.2826035937, 0.0127068177, 0.0141990757, 0.1488404931, -0.0630886685, 0.0130360264, -0.0023971573, 0.0141990757, 0.2828789636, 22.2403123279, -7.3598592397, -7.4825569065, -7.7383402280, -7.6918630392, -6.8670196895, 2.0000000000, 5.0000000000, 1.4756319682
          96, 0.2825978031, 0.0127065101, 0.0141989667, 0.1488371239, -0.0630861912, 0.0130360107, -0.0023971554, 0.0141989667, 0.2828731648, 22.2403949825, -7.3908127730, -7.5165960721, -7.7624004723, -7.7184988912, -6.8978264812, 2.0000000000, 5.0000000000, 1.4910120169
          97, 0.2825923652, 0.0127062328, 0.0141988613, 0.1488339436, -0.0630838902, 0.0130359857, -0.0023971419, 0.0141988613, 0.2828677199, 22.2404523224, -7.4216280377, -7.5505715429, -7.7863498583, -7.7437980557, -6.9283226260, 2.0000000000, 5.0000000000, 1.5075694323
          98, 0.2825873044, 0.0127059876, 0.0141987602, 0.1488309684, -0.0630817744, 0.0130359523, -0.0023971167, 0.0141987602, 0.2828626532, 22.2404833130, -7.4521242128, -7.5846104431, -7.8102964230, -7.7678719202, -6.9584008718, 2.0000000000, 5.0000000000, 1.5241052349
          99, 0.2825826353, 0.0127057748, 0.0141986639, 0.1488282086, -0.0630798479, 0.0130359115, -0.0023970799, 0.0141986639, 0.2828579794, 22.2404882883, -7.4821572610, -7.6188345904, -7.8342744278, -7.7909630848, -6.9880100900, 2.0000000000, 5.0000000000, 1.5394021829
         100, 0.2825783640, 0.0127055939, 0.0141985724, 0.1488256698, -0.0630781109, 0.0130358642, -0.0023970325, 0.0141985724, 0.2828537045, 22.2404686745, -7.5116437130, -7.6533413270, -7.8582556836, -7.8134069097, -7.0171659234, 2.0000000000, 5.0000000000, 1.5550773342
         101, 0.2825744886, 0.0127054436, 0.0141984862, 0.1488233526, -0.0630765596, 0.0130358119, -0.0023969758, 0.0141984862, 0.2828498266, 22.2404268340, -7.5405747908, -7.6881888407, -7.8821720413, -7.8355887025, -7.0459493631, 2.0000000000, 5.0000000000, 1.5792979002
         102, 0.2825710008, 0.0127053217, 0.0141984052, 0.1488212539, -0.0630751875, 0.0130357559, -0.0023969112, 0.0141984052, 0.2828463373, 22.2403656053, -7.5690192354, -7.7233847277, -7.9059444429, -7.8578970398, -7.0744952003, 2.0000000000, 5.0000000000, 1.5959833185
         103, 0.2825678868, 0.0127052259, 0.0141983296, 0.1488193672, -0.0630739856, 0.0130356973, -0.0023968407, 0.0141983296, 0.2828432226, 22.2402882659, -7.5971137706, -7.7588797486, -7.9295141726, -7.8806843420, -7.1029724405, 2.0000000000, 5.0000000000, 1.6117855668
         104, 0.2825651290, 0.0127051534, 0.0141982592, 0.1488176836, -0.0630729436, 0.0130356375, -0.0023967659, 0.0141982592, 0.2828404649, 22.2401981236, -7.6250419959, -7.7945690087, -7.9528677796, -7.9042370588, -7.1315583710, 2.0000000000, 5.0000000000, 1.6284335017
         105, 0.2825627063, 0.0127051014, 0.0141981939, 0.1488161924, -0.0630720495, 0.0130355774, -0.0023966885, 0.0141981939, 0.2828380428, 22.2400984970, -7.6530074326, -7.8302981642, -7.9760536892, -7.9287607203, -7.1604130474, 2.0000000000, 5.0000000000, 1.6450277170
         106, 0.2825605952, 0.0127050669, 0.0141981337, 0.1488148813, -0.0630712907, 0.0130355180, -0.0023966102, 0.0141981337, 0.2828359329, 22.2399926223, -7.6812051228, -7.8658776177, -7.9991861703, -7.9543723033, -7.1896569784, 2.0000000000, 5.0000000000, 1.6604002357
         107, 0.2825587710, 0.0127050472, 0.0141980783, 0.1488137369, -0.0630706543, 0.0130354601, -0.0023965325, 0.0141980783, 0.2828341102, 22.2398835251, -7.7097951080, -7.9011025554, -8.0224354517, -7.9810991852, -7.2193532747, 2.0000000000, 5.0000000000, 1.6773245017
         108, 0.2825572078, 0.0127050396, 0.0141980274, 0.1488127453, -0.0630701271, 0.0130354044, -0.0023964567, 0.0141980274, 0.2828325489, 22.2397738918, -7.7388831661, -7.9357773103, -8.0460096618, -8.0088846455, -7.2494990207, 2.0000000000, 5.0000000000, 1.6941863338
         109, 0.2825558798, 0.0127050415, 0.0141979809, 0.1488118920, -0.0630696962, 0.0130353514, -0.0023963839, 0.0141979809, 0.2828312229, 22.2396660215, -7.7685081128, -7.9697399381, -8.0701303135, -8.0375996324, -7.2800238525, 2.0000000000, 5.0000000000, 1.7118841688
         110, 0.2825547615, 0.0127050508, 0.0141979384, 0.1488111631, -0.0630693491, 0.0130353015, -0.0023963150, 0.0141979384, 0.2828301067, 22.2395618003, -7.7986370099, -8.0028860618, -8.0950077471, -8.0670585034, -7.3107973075, 2.0000000000, 5.0000000000, 1.7276025852
         111, 0.2825538283, 0.0127050654, 0.0141978996, 0.1488105448, -0.0630690743, 0.0130352549, -0.0023962505, 0.0141978996, 0.2828291756, 22.2394627506, -7.8291683376, -8.0351831391, -8.1208197668, -8.0970396739, -7.3416443935, 2.0000000000, 5.0000000000, 1.7437665184
         112, 0.2825530571, 0.0127050837, 0.0141978643, 0.1488100241, -0.0630688609, 0.0130352117, -0.0023961911, 0.0141978643, 0.2828284065, 22.2393699778, -7.8599433100, -8.0666752413, -8.1476949342, -8.1273108005, -7.3723688206, 2.0000000000, 5.0000000000, 1.7596081177
         113, 0.2825524263, 0.0127051043, 0.0141978322, 0.1488095886, -0.0630686992, 0.0130351718, -0.0023961368, 0.0141978322, 0.2828277776, 22.2392841964, -7.8907646148, -8.0974750600, -8.1757012782, -8.1576568113, -7.4027809050, 2.0000000000, 5.0000000000, 1.7755076488
         114, 0.2825519159, 0.0127051262, 0.0141978030, 0.1488092270, -0.0630685801, 0.0130351352, -0.0023960877, 0.0141978030, 0.2828272691, 22.2392058034, -7.9214220810, -8.1277454337, -8.2048407127, -8.1879076152, -7.4327271010, 2.0000000000, 5.0000000000, 1.7913469354
         115, 0.2825515080, 0.0127051484, 0.0141977764, 0.1488089291, -0.0630684961, 0.0130351016, -0.0023960438, 0.0141977764, 0.2828268630, 22.2391348916, -7.9517222724, -8.1576750071, -8.2350493633, -8.2179609932, -7.4621156733, 2.0000000000, 5.0000000000, 1.8068152666
         116, 0.2825511865, 0.0127051702, 0.0141977521, 0.1488086854, -0.0630684402, 0.0130350710, -0.0023960048, 0.0141977521, 0.2828265431, 22.2390712975, -7.9815167231, -8.1874532465, -8.2662019460, -8.2477960776, -7.4909323089, 2.0000000000, 5.0000000000, 1.8224511504
         117, 0.2825509371, 0.0127051914, 0.0141977300, 0.1488084876, -0.0630684066, 0.0130350429, -0.0023959704, 0.0141977300, 0.2828262953, 22.2390146417, -8.0107256259, -8.2172474826, -8.2981240358, -8.2774765069, -7.5192444847, 2.0000000000, 5.0000000000, 1.8381705324
         118, 0.2825507477, 0.0127052116, 0.0141977099, 0.1488083284, -0.0630683906, 0.0130350173, -0.0023959401, 0.0141977099, 0.2828261072, 22.2389643975, -8.0393511583, -8.2471843793, -8.3306087209, -8.3071377694, -7.5471920727, 2.0000000000, 5.0000000000, 1.8571890990
         119, 0.2825506078, 0.0127052307, 0.0141976914, 0.1488082018, -0.0630683882, 0.0130349936, -0.0023959136, 0.0141976914, 0.2828259685, 22.2389199519, -8.0674774170, -8.2773384787, -8.3634389796, -8.3369663330, -7.5749661615, 2.0000000000, 5.0000000000, 1.8737866004
         120, 0.2825505085, 0.0127052487, 0.0141976746, 0.1488081021, -0.0630683961, 0.0130349719, -0.0023958903, 0.0141976746, 0.2828258703, 22.2388806323, -8.0952572296, -8.3077272469, -8.3964127651, -8.3671723865, -7.6027810079, 2.0000000000, 5.0000000000, 1.8895566662
         121, 0.2825504427, 0.0127052656, 0.0141976591, 0.1488080251, -0.0630684120, 0.0130349516, -0.0023958698, 0.0141976591, 0.2828258055, 22.2388457302, -8.1228886173, -8.3383120202, -8.4293679393, -8.3979592095, -7.6308441097, 2.0000000000, 5.0000000000, 1.9062689821
         122, 0.2825504045, 0.0127052817, 0.0141976450, 0.1488079672, -0.0630684341, 0.0130349328, -0.0023958517, 0.0141976450, 0.2828257682, 22.2388145593, -8.1505859156, -8.3690048417, -8.4622048447, -8.4294969514, -7.6593292130, 2.0000000000, 5.0000000000, 1.9222339988
         123, 0.2825503893, 0.0127052971, 0.0141976320, 0.1488079252, -0.0630684610, 0.0130349151, -0.0023958356, 0.0141976320, 0.2828257538, 22.2387864804, -8.1785504787, -8.3996813449, -8.4948999218, -8.4618972349, -7.6883550529, 2.0000000000, 5.0000000000, 1.9380669673
         124, 0.2825503935, 0.0127053119, 0.0141976201, 0.1488078969, -0.0630684920, 0.0130348984, -0.0023958210, 0.0141976201, 0.2828257589, 22.2387609058, -8.2069451247, -8.4301981336, -8.5275069581, -8.4951943442, -7.7179711969, 2.0000000000, 5.0000000000, 1.9546329657
         125, 0.2825504145, 0.0127053263, 0.0141976092, 0.1488078804, -0.0630685264, 0.0130348826, -0.0023958077, 0.0141976092, 0.2828257806, 22.2387373111, -8.2358747272, -8.4604119266, -8.5601451073, -8.5293327326, -7.7481513168, 2.0000000000, 5.0000000000, 1.9710015853
         126, 0.2825504503, 0.0127053405, 0.0141975993, 0.1488078745, -0.0630685643, 0.0130348677, -0.0023957955, 0.0141975993, 0.2828258171, 22.2387152451, -8.2653743426, -8.4901982366, -8.5929756104, -8.5641614421, -7.7787945883, 2.0000000000, 5.0000000000, 1.9865111192
         127, 0.2825504995, 0.0127053547, 0.0141975902, 0.1488078780, -0.0630686054, 0.0130348534, -0.0023957839, 0.0141975902, 0.2828258670, 22.2386943351, -8.2954051468, -8.5194676950, -8.6261710639, -8.5994368542, -7.8097354472, 2.0000000000, 5.0000000000, 2.0018216491
         128, 0.2825505612, 0.0127053689, 0.0141975820, 0.1488078903, -0.0630686499, 0.0130348399, -0.0023957730, 0.0141975820, 0.2828259294, 22.2386742920, -8.3258583869, -8.5481758306, -8.6598819362, -8.6348358146, -7.8407617846, 2.0000000000, 5.0000000000, 2.0171753685
         129, 0.2825506348, 0.0127053833, 0.0141975746, 0.1488079108, -0.0630686981, 0.0130348270, -0.0023957626, 0.0141975746, 0.2828260036, 22.2386549018, -8.3565674080, -8.5763268582, -8.6942053863, -8.6699811677, -7.8716411078, 2.0000000000, 5.0000000000, 2.0326506654
         130, 0.2825507198, 0.0127053979, 0.0141975680, 0.1488079391, -0.0630687501, 0.0130348149, -0.0023957525, 0.0141975680, 0.2828260892, 22.2386360248, -8.3873274499, -8.6039693252, -8.7291593685, -8.7044805116, -7.9021521429, 2.0000000000, 5.0000000000, 2.0491032163
         131, 0.2825508158, 0.0127054128, 0.0141975621, 0.1488079748, -0.0630688060, 0.0130348034, -0.0023957428, 0.0141975621, 0.2828261860, 22.2386175785, -8.4179219253, -8.6311857752, -8.7646644161, -8.7379747220, -7.9321176051, 2.0000000000, 5.0000000000, 2.0651475191
         132, 0.2825509227, 0.0127054279, 0.0141975569, 0.1488080178, -0.0630688661, 0.0130347926, -0.0023957334, 0.0141975569, 0.2828262935, 22.2385995367, -8.4481524259, -8.6580789077, -8.8005355671, -8.7701886897, -7.9614323085, 2.0000000000, 5.0000000000, 2.0865261515
         133, 0.2825510401, 0.0127054432, 0.0141975524, 0.1488080677, -0.0630689305, 0.0130347825, -0.0023957244, 0.0141975524, 0.2828264115, 22.2385819241, -8.4778682792, -8.6847562508, -8.8364870010, -8.8009733867, -7.9900809802, 2.0000000000, 5.0000000000, 2.1046212514
         134, 0.2825511677, 0.0127054588, 0.0141975485, 0.1488081243, -0.0630689991, 0.0130347732, -0.0023957157, 0.0141975485, 0.2828265398, 22.2385647997, -8.5069901123, -8.7113162590, -8.8721523888, -8.8303265740, -8.0181411556, 2.0000000000, 5.0000000000, 2.1220042348
         135, 0.2825513051, 0.0127054744, 0.0141975452, 0.1488081873, -0.0630690718, 0.0130347646, -0.0023957074, 0.0141975452, 0.2828266778, 22.2385482469, -8.5355227034, -8.7378367364, -8.9071221160, -8.8583860475, -8.0457707023, 2.0000000000, 5.0000000000, 2.1376769503
         136, 0.2825514518, 0.0127054901, 0.0141975425, 0.1488082564, -0.0630691486, 0.0130347568, -0.0023956996, 0.0141975425, 0.2828268251, 22.2385323640, -8.5635539569, -8.7643670813, -8.9409955155, -8.8853968140, -8.0731823791, 2.0000000000, 5.0000000000, 2.1547300180
         137, 0.2825516070, 0.0127055057, 0.0141975404, 0.1488083311, -0.0630692292, 0.0130347499, -0.0023956923, 0.0141975404, 0.2828269810, 22.2385172534, -8.5912405533, -8.7909250253, -8.9734410802, -8.9116609444, -8.1006116184, 2.0000000000, 5.0000000000, 2.1700625022
         138, 0.2825517703, 0.0127055211, 0.0141975388, 0.1488084109, -0.0630693132, 0.0130347437, -0.0023956856, 0.0141975388, 0.2828271448, 22.2385030191, -8.6187836054, -8.8174977675, -9.0042521441, -8.9374821932, -8.1282838445, 2.0000000000, 5.0000000000, 2.1854623993
         139, 0.2825519406, 0.0127055364, 0.0141975378, 0.1488084955, -0.0630694002, 0.0130347384, -0.0023956795, 0.0141975378, 0.2828273157, 22.2384897598, -8.6463992883, -8.8440472578, -9.0333830688, -8.9631162979, -8.1563860065, 2.0000000000, 5.0000000000, 2.2008333524
         140, 0.2825521170, 0.0127055513, 0.0141975371, 0.1488085842, -0.0630694899, 0.0130347338, -0.0023956740, 0.0141975371, 0.2828274926, 22.2384775600, -8.6742895323, -8.8705188440, -9.0609542323, -8.9887334217, -8.1850450011, 2.0000000000, 5.0000000000, 2.2160983523
         141, 0.2825522986, 0.0127055658, 0.0141975369, 0.1488086764, -0.0630695816, 0.0130347300, -0.0023956692, 0.0141975369, 0.2828276747, 22.2384664871, -8.7026166934, -8.8968521513, -9.0872231330, -9.0143955706, -8.2143140587, 2.0000000000, 5.0000000000, 2.2314376354
         142, 0.2825524842, 0.0127055798, 0.0141975372, 0.1488087714, -0.0630696748, 0.0130347270, -0.0023956651, 0.0141975372, 0.2828278608, 22.2384565891, -8.7314844639, -8.9229926291, -9.1125296142, -9.0400498532, -8.2441670640, 2.0000000000, 5.0000000000, 2.2467386325
         143, 0.2825526727, 0.0127055932, 0.0141975377, 0.1488088688, -0.0630697690, 0.0130347247, -0.0023956618, 0.0141975377, 0.2828280498, 22.2384478946, -8.7609262419, -8.9489019690, -9.1372302530, -9.0655362204, -8.2745011156, 2.0000000000, 5.0000000000, 2.2622628490
         144, 0.2825528631, 0.0127056061, 0.0141975387, 0.1488089677, -0.0630698636, 0.0130347230, -0.0023956591, 0.0141975387, 0.2828282406, 22.2384404115, -8.7909012276, -8.9745655546, -9.1616368334, -9.0906097311, -8.3051473304, 2.0000000000, 5.0000000000, 2.2781214515
         145, 0.2825530540, 0.0127056182, 0.0141975399, 0.1488090674, -0.0630699579, 0.0130347220, -0.0023956572, 0.0141975399, 0.2828284319, 22.2384341277, -8.8212984477, -8.9999959581, -9.1859692912, -9.1149759609, -8.3358899872, 2.0000000000, 5.0000000000, 2.2938440323
         146, 0.2825532445, 0.0127056297, 0.0141975414, 0.1488091675, -0.0630700515, 0.0130347216, -0.0023956558, 0.0141975414, 0.2828286227, 22.2384290123, -8.8519487230, -9.0252321925, -9.2103278764, -9.1383364551, -8.3664932387, 2.0000000000, 5.0000000000, 2.3098169684
         147, 0.2825534333, 0.0127056405, 0.0141975431, 0.1488092671, -0.0630701437, 0.0130347216, -0.0023956552, 0.0141975431, 0.2828288118, 22.2384250170, -8.8826442699, -9.0503353776, -9.2346851388, -9.1604380387, -8.3967330527, 2.0000000000, 5.0000000000, 2.3259093841
         148, 0.2825536195, 0.0127056505, 0.0141975451, 0.1488093657, -0.0630702340, 0.0130347222, -0.0023956551, 0.0141975451, 0.2828289983, 22.2384220790, -8.9131647944, -9.0753820595, -9.2588966714, -9.1811170574, -8.4264302575, 2.0000000000, 5.0000000000, 2.3415447354
         149, 0.2825538021, 0.0127056599, 0.0141975472, 0.1488094628, -0.0630703221, 0.0130347231, -0.0023956555, 0.0141975472, 0.2828291812, 22.2384201236, -8.9433075977, -9.1004562632, -9.2827289451, -9.2003287992, -8.4554791202, 2.0000000000, 5.0000000000, 2.3569937189
         150, 0.2825539803, 0.0127056685, 0.0141975494, 0.1488095578, -0.0630704074, 0.0130347243, -0.0023956564, 0.0141975494, 0.2828293596, 22.2384190665, -8.9729174966, -9.1256410474, -9.3059014835, -9.2181551730, -8.4838653722, 2.0000000000, 5.0000000000, 2.3723554691
         151, 0.2825541533, 0.0127056764, 0.0141975518, 0.1488096502, -0.0630704896, 0.0130347259, -0.0023956577, 0.0141975518, 0.2828295327, 22.2384188171, -9.0019111860, -9.1510102708, -9.3281383114, -9.2347896200, -8.5116693803, 2.0000000000, 5.0000000000, 2.3877443512
         152, 0.2825543203, 0.0127056837, 0.0141975543, 0.1488097397, -0.0630705684, 0.0130347277, -0.0023956594, 0.0141975543, 0.2828296999, 22.2384192813, -9.0302909084, -9.1766213513, -9.3492206093, -9.2505046053, -8.5390535277, 2.0000000000, 5.0000000000, 2.4031417330
         153, 0.2825544809, 0.0127056903, 0.0141975569, 0.1488098260, -0.0630706436, 0.0130347296, -0.0023956614, 0.0141975569, 0.2828298606, 22.2384203635, -9.0581444427, -9.2025095944, -9.3690305840, -9.2656109883, -8.5662371393, 2.0000000000, 5.0000000000, 2.4184014837
         154, 0.2825546347, 0.0127056963, 0.0141975595, 0.1488099087, -0.0630707150, 0.0130347317, -0.0023956636, 0.0141975595, 0.2828300145, 22.2384219698, -9.0856315397, -9.2286845179, -9.3875770819, -9.2804187340, -8.5934646321, 2.0000000000, 5.0000000000, 2.4337452690
         155, 0.2825547811, 0.0127057017, 0.0141975622, 0.1488099877, -0.0630707825, 0.0130347339, -0.0023956660, 0.0141975622, 0.2828301610, 22.2384240094, -9.1129600269, -9.2551284217, -9.4049974512, -9.2952056475, -8.6209730362, 2.0000000000, 5.0000000000, 2.4490104159
         156, 0.2825549201, 0.0127057066, 0.0141975649, 0.1488100627, -0.0630708459, 0.0130347361, -0.0023956686, 0.0141975649, 0.2828303001, 22.2384263968, -9.1403566224, -9.2817974310, -9.4215366096, -9.3101970623, -8.6489634971, 2.0000000000, 5.0000000000, 2.4643646002
         157, 0.2825550515, 0.0127057109, 0.0141975676, 0.1488101337, -0.0630709053, 0.0130347383, -0.0023956712, 0.0141975676, 0.2828304315, 22.2384290526, -9.1680376321, -9.3086249327, -9.4375101094, -9.3255564073, -8.6775794657, 2.0000000000, 5.0000000000, 2.4797404011
         158, 0.2825551751, 0.0127057149, 0.0141975702, 0.1488102006, -0.0630709606, 0.0130347405, -0.0023956739, 0.0141975702, 0.2828305552, 22.2384319049, -9.1961834325, -9.3355272125, -9.4532612068, -9.3413848615, -8.7068923845, 2.0000000000, 5.0000000000, 2.4950615525
         159, 0.2825552911, 0.0127057184, 0.0141975729, 0.1488102635, -0.0630710120, 0.0130347427, -0.0023956766, 0.0141975729, 0.2828306711, 22.2384348899, -9.2249190955, -9.3624107529, -9.4691210306, -9.3577276768, -8.7368948783, 2.0000000000, 5.0000000000, 2.5103099505
         160, 0.2825553994, 0.0127057215, 0.0141975755, 0.1488103223, -0.0630710594, 0.0130347448, -0.0023956792, 0.0141975755, 0.2828307795, 22.2384379520, -9.2543019997, -9.3891805413, -9.4853778818, -9.3745849203, -8.7675012634, 2.0000000000, 5.0000000000, 2.5256906827
         161, 0.2825555003, 0.0127057243, 0.0141975781, 0.1488103770, -0.0630711031, 0.0130347469, -0.0023956818, 0.0141975781, 0.2828308804, 22.2384410444, -9.2843166409, -9.4157484611, -9.5022578932, -9.3919246361, -8.7985554956, 2.0000000000, 5.0000000000, 2.5412042856
         162, 0.2825555939, 0.0127057267, 0.0141975806, 0.1488104279, -0.0630711431, 0.0130347489, -0.0023956844, 0.0141975806, 0.2828309740, 22.2384441284, -9.3148765269, -9.4420410110, -9.5199165326, -9.4096968192, -8.8298468031, 2.0000000000, 5.0000000000, 2.5564407667
         163, 0.2825556804, 0.0127057289, 0.0141975831, 0.1488104750, -0.0630711796, 0.0130347508, -0.0023956869, 0.0141975831, 0.2828310605, 22.2384471734, -9.3458332097, -9.4680055170, -9.5384389757, -9.4278467957, -8.8611328733, 2.0000000000, 5.0000000000, 2.5718187014
         164, 0.2825557602, 0.0127057308, 0.0141975855, 0.1488105185, -0.0630712128, 0.0130347526, -0.0023956892, 0.0141975855, 0.2828311403, 22.2384501563, -9.3769923259, -9.4936141646, -9.5578470547, -9.4463268128, -8.8921693298, 2.0000000000, 5.0000000000, 2.5872393688
         165, 0.2825558336, 0.0127057324, 0.0141975878, 0.1488105585, -0.0630712429, 0.0130347543, -0.0023956915, 0.0141975878, 0.2828312136, 22.2384530609, -9.4081360110, -9.5188655760, -9.5781105551, -9.4651048484, -8.9227421021, 2.0000000000, 5.0000000000, 2.6028003335
         166, 0.2825559009, 0.0127057338, 0.0141975901, 0.1488105953, -0.0630712701, 0.0130347559, -0.0023956937, 0.0141975901, 0.2828312809, 22.2384558768, -9.4390499194, -9.5437839777, -9.5991611340, -9.4841699687, -8.9526977663, 2.0000000000, 5.0000000000, 2.6183239341
         167, 0.2825559624, 0.0127057350, 0.0141975923, 0.1488106289, -0.0630712946, 0.0130347574, -0.0023956958, 0.0141975923, 0.2828313423, 22.2384585991, -9.4695516252, -9.5684162907, -9.6209074741, -9.5035340488, -8.9819660225, 2.0000000000, 5.0000000000, 2.6346695662
         168, 0.2825560185, 0.0127057360, 0.0141975944, 0.1488106597, -0.0630713165, 0.0130347589, -0.0023956977, 0.0141975944, 0.2828313984, 22.2384612270, -9.4995161520, -9.5928276797, -9.6432504977, -9.5232300442, -9.0105696780, 2.0000000000, 5.0000000000, 2.6511514823
         169, 0.2825560696, 0.0127057369, 0.0141975964, 0.1488106877, -0.0630713361, 0.0130347603, -0.0023956996, 0.0141975964, 0.2828314495, 22.2384637634, -9.5288937684, -9.6170957399, -9.6660974250, -9.5433074773, -9.0386196758, 2.0000000000, 5.0000000000, 2.6676248511
         170, 0.2825561161, 0.0127057376, 0.0141975984, 0.1488107133, -0.0630713537, 0.0130347615, -0.0023957014, 0.0141975984, 0.2828314960, 22.2384662137, -9.5577162695, -9.6413039968, -9.6893734588, -9.5638260056, -9.0662962348, 2.0000000000, 5.0000000000, 2.6843777021
         171, 0.2825561583, 0.0127057381, 0.0141976002, 0.1488107366, -0.0630713693, 0.0130347628, -0.0023957031, 0.0141976002, 0.2828315381, 22.2384685851, -9.5860904112, -9.6655356294, -9.7130299116, -9.5848480262, -9.0938204529, 2.0000000000, 5.0000000000, 2.7007293502
         172, 0.2825561965, 0.0127057385, 0.0141976020, 0.1488107578, -0.0630713831, 0.0130347639, -0.0023957048, 0.0141976020, 0.2828315764, 22.2384708858, -9.6141800499, -9.6898680079, -9.7370481853, -9.6064312832, -9.1214224857, 2.0000000000, 5.0000000000, 2.7169032653
         173, 0.2825562312, 0.0127057388, 0.0141976037, 0.1488107770, -0.0630713955, 0.0130347650, -0.0023957063, 0.0141976037, 0.2828316110, 22.2384731248, -9.6421808632, -9.7143687991, -9.7614394826, -9.6286222830, -9.1493117462, 2.0000000000, 5.0000000000, 2.7336430987
         174, 0.2825562627, 0.0127057390, 0.0141976054, 0.1488107946, -0.0630714064, 0.0130347661, -0.0023957079, 0.0141976054, 0.2828316424, 22.2384753108, -9.6702925383, -9.7390935970, -9.7862406810, -9.6514511091, -9.1776530024, 2.0000000000, 5.0000000000, 2.7492941340
         175, 0.2825562911, 0.0127057390, 0.0141976069, 0.1488108105, -0.0630714161, 0.0130347671, -0.0023957093, 0.0141976069, 0.2828316708, 22.2384774520, -9.6986928340, -9.7640850221, -9.8115071507, -9.6749280584, -9.2065498370, 2.0000000000, 5.0000000000, 2.7657332857
         176, 0.2825563169, 0.0127057390, 0.0141976084, 0.1488108251, -0.0630714246, 0.0130347681, -0.0023957107, 0.0141976084, 0.2828316966, 22.2384795557, -9.7275163761, -9.7893729950, -9.8373036038, -9.6990422136, -9.2360357239, 2.0000000000, 5.0000000000, 2.7811019659
         177, 0.2825563403, 0.0127057389, 0.0141976098, 0.1488108383, -0.0630714322, 0.0130347691, -0.0023957121, 0.0141976098, 0.2828317200, 22.2384816285, -9.7568400038, -9.8149757131, -9.8636940857, -9.7237620079, -9.2660725584, 2.0000000000, 5.0000000000, 2.7964118679
         178, 0.2825563615, 0.0127057386, 0.0141976111, 0.1488108505, -0.0630714390, 0.0130347700, -0.0023957135, 0.0141976111, 0.2828317411, 22.2384836752, -9.7866749982, -9.8409010570, -9.8907323115, -9.7490376696, -9.2965561453, 2.0000000000, 5.0000000000, 2.8117605011
         179, 0.2825563808, 0.0127057384, 0.0141976123, 0.1488108616, -0.0630714450, 0.0130347708, -0.0023957148, 0.0141976123, 0.2828317604, 22.2384856997, -9.8169664473, -9.8671482607, -9.9184533303, -9.7748052808, -9.3273284457, 2.0000000000, 5.0000000000, 2.8273710012
         180, 0.2825563983, 0.0127057380, 0.0141976135, 0.1488108717, -0.0630714503, 0.0130347717, -0.0023957161, 0.0141976135, 0.2828317778, 22.2384877043, -9.8475995681, -9.8937096164, -9.9468672878, -9.8009921787, -9.3581962481, 2.0000000000, 5.0000000000, 2.8436238329
