TITLE = "Visualization of the FFD boxes generated by SU2_DEF."
VARIABLES = "x", "y", "z"
ZONE T= "MAIN_BOX (Original FFD)", I=11, J=9, K=2, DATAPACKING=POINT
-4.030000000000000e-02	0.000000000000000e+00	-4.836000000000000e-02	
4.836000000000000e-02	0.000000000000000e+00	-4.836000000000000e-02	
1.370200000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
2.256800000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
3.143400000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
4.030000000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
4.916600000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
5.803199999999999e-01	0.000000000000000e+00	-4.836000000000000e-02	
6.689800000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
7.576400000000000e-01	0.000000000000000e+00	-4.836000000000000e-02	
8.463000000000001e-01	0.000000000000000e+00	-4.836000000000000e-02	
5.037500000000000e-02	1.612000000000000e-01	-4.836000000000000e-02	
1.345012500000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
2.186275000000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
3.027537500000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
3.868800000000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
4.710062500000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
5.551325000000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
6.392587500000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
7.233849999999999e-01	1.612000000000000e-01	-4.836000000000000e-02	
8.075112500000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
8.916375000000000e-01	1.612000000000000e-01	-4.836000000000000e-02	
1.410500000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
2.206425000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
3.002350000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
3.798275000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
4.594200000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
5.390125000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
6.186050000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
6.981975000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
7.777900000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
8.573825000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
9.369750000000000e-01	3.224000000000000e-01	-4.836000000000000e-02	
2.317250000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
3.067837500000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
3.818425000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
4.569012500000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
5.319600000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
6.070187500000001e-01	4.836000000000000e-01	-4.836000000000000e-02	
6.820775000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
7.571362500000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
8.321950000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
9.072537500000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
9.823125000000000e-01	4.836000000000000e-01	-4.836000000000000e-02	
3.224000000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
3.929250000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
4.634500000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
5.339750000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
6.045000000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
6.750250000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
7.455500000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
8.160750000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
8.866000000000001e-01	6.448000000000000e-01	-4.836000000000000e-02	
9.571250000000000e-01	6.448000000000000e-01	-4.836000000000000e-02	
1.027650000000000e+00	6.448000000000000e-01	-4.836000000000000e-02	
4.130750000000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
4.790662500000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
5.450575000000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
6.110487500000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
6.770400000000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
7.430312500000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
8.090225000000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
8.750137500000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
9.410050000000000e-01	8.060000000000000e-01	-4.836000000000000e-02	
1.006996250000000e+00	8.060000000000000e-01	-4.836000000000000e-02	
1.072987500000000e+00	8.060000000000000e-01	-4.836000000000000e-02	
5.037500000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
5.652075000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
6.266650000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
6.881225000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
7.495800000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
8.110375000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
8.724950000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
9.339525000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
9.954100000000000e-01	9.671999999999999e-01	-4.836000000000000e-02	
1.056867500000000e+00	9.671999999999999e-01	-4.836000000000000e-02	
1.118325000000000e+00	9.671999999999999e-01	-4.836000000000000e-02	
5.944250000000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
6.513487500000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
7.082725000000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
7.651962500000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
8.221200000000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
8.790437500000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
9.359675000000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
9.928912500000000e-01	1.128400000000000e+00	-4.836000000000000e-02	
1.049815000000000e+00	1.128400000000000e+00	-4.836000000000000e-02	
1.106738750000000e+00	1.128400000000000e+00	-4.836000000000000e-02	
1.163662500000000e+00	1.128400000000000e+00	-4.836000000000000e-02	
6.851000000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
7.374900000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
7.898800000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
8.422700000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
8.946600000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
9.470499999999999e-01	1.289600000000000e+00	-4.836000000000000e-02	
9.994400000000000e-01	1.289600000000000e+00	-4.836000000000000e-02	
1.051830000000000e+00	1.289600000000000e+00	-4.836000000000000e-02	
1.104220000000000e+00	1.289600000000000e+00	-4.836000000000000e-02	
1.156610000000000e+00	1.289600000000000e+00	-4.836000000000000e-02	
1.209000000000000e+00	1.289600000000000e+00	-4.836000000000000e-02	
-4.030000000000000e-02	0.000000000000000e+00	4.836000000000000e-02	
4.836000000000000e-02	0.000000000000000e+00	4.836000000000000e-02	
1.370200000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
2.256800000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
3.143400000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
4.030000000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
4.916600000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
5.803199999999999e-01	0.000000000000000e+00	4.836000000000000e-02	
6.689800000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
7.576400000000000e-01	0.000000000000000e+00	4.836000000000000e-02	
8.463000000000001e-01	0.000000000000000e+00	4.836000000000000e-02	
5.037500000000000e-02	1.612000000000000e-01	4.836000000000000e-02	
1.345012500000000e-01	1.612000000000000e-01	4.836000000000000e-02	
2.186275000000000e-01	1.612000000000000e-01	4.836000000000000e-02	
3.027537500000000e-01	1.612000000000000e-01	4.836000000000000e-02	
3.868800000000000e-01	1.612000000000000e-01	4.836000000000000e-02	
4.710062500000000e-01	1.612000000000000e-01	4.836000000000000e-02	
