TITLE = "SU2 Simulation"
VARIABLES = "Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
ZONE T= "Convergence history"
           0, 0.9787549767, 0.5433998327, 0.0000000000, 0.0000000000, 0.0000000000, 0.1159162107, 0.4560279153, 1.0223909345, 0.0000000000, 1.8011690799, -2.2382120099, -1.2514675231, -2.3095157408, 3.2003018970, 0.0000000000, 5.0000000000, 4.0000000000, 0.0025117318
           1, 0.1742915995, -0.0924299270, 0.0000000000, 0.0000000000, 0.0000000000, 0.0272000950, -0.1072687170, 0.1655725684, 0.0000000000, -1.8856619831, -2.1236707340, 0.0591860366, 0.1858459520, 3.3217873721, 0.0000000000, 5.0000000000, 4.0000000000, 0.0053571184
           2, 0.3919593755, 0.1767754283, 0.0000000000, 0.0000000000, 0.0000000000, 0.0287763420, 0.1419412339, 0.4058748455, 0.0000000000, 2.2172729507, -2.5755084586, -0.2886780863, -0.1858591037, 2.8690640712, 0.0000000000, 5.0000000000, 4.0000000000, 0.0076382677
           3, 0.1642714001, 0.0792395120, 0.0000000000, 0.0000000000, 0.0000000000, -0.0049676622, 0.0646207859, 0.1705524763, 0.0000000000, 2.0730995915, -2.7264418529, -0.4179015194, -0.3308150382, 2.7108622092, 0.0000000000, 5.0000000000, 4.0000000000, 0.0103720665
           4, 0.1695785312, 0.0410156323, 0.0000000000, 0.0000000000, 0.0000000000, -0.0124905096, 0.0260798126, 0.1725079816, 0.0000000000, 4.1344853588, -3.1128737959, -0.7187886979, -0.6099112009, 2.2991896470, 0.0000000000, 5.0000000000, 4.0000000000, 0.0128421187
           5, 0.1863805910, 0.0262226934, 0.0000000000, 0.0000000000, 0.0000000000, -0.0121740237, 0.0098787692, 0.1879568149, 0.0000000000, 7.1076067009, -3.2778158057, -0.8598443299, -0.8192187074, 2.1532018207, 0.0000000000, 5.0000000000, 4.0000000000, 0.0152389328
           6, 0.1956633124, 0.0214555699, 0.0000000000, 0.0000000000, 0.0000000000, -0.0106323466, 0.0043207436, 0.1967887306, 0.0000000000, 9.1194647138, -3.4840405614, -1.0498793375, -0.9824161892, 1.9496900055, 0.0000000000, 5.0000000000, 4.0000000000, 0.0176610827
           7, 0.2066852930, 0.0206975460, 0.0000000000, 0.0000000000, 0.0000000000, -0.0082155708, 0.0026049754, 0.2077027030, 0.0000000000, 9.9859805942, -3.7044141190, -1.1909877374, -1.0991559462, 1.7224473664, 0.0000000000, 5.0000000000, 4.0000000000, 0.0199119488
           8, 0.2205375452, 0.0207880069, 0.0000000000, 0.0000000000, 0.0000000000, -0.0055433064, 0.0014877887, 0.2215101274, 0.0000000000, 10.6088835911, -3.8693011166, -1.2548576128, -1.1517630083, 1.5493498934, 0.0000000000, 5.0000000000, 4.0000000000, 0.0222668330
           9, 0.2348351401, 0.0209122563, 0.0000000000, 0.0000000000, 0.0000000000, -0.0029026463, 0.0003654478, 0.2357641447, 0.0000000000, 11.2295457984, -4.0227235845, -1.2999746804, -1.1825723520, 1.3896834198, 0.0000000000, 5.0000000000, 4.0000000000, 0.0246643662
          10, 0.2491916654, 0.0211911884, 0.0000000000, 0.0000000000, 0.0000000000, -0.0002031210, -0.0006079352, 0.2500903496, 0.0000000000, 11.7592114639, -4.1115654134, -1.3178290525, -1.1971985934, 1.3028949701, 0.0000000000, 5.0000000000, 4.0000000000, 0.0270622015
          11, 0.2638136766, 0.0216913553, 0.0000000000, 0.0000000000, 0.0000000000, 0.0025577922, -0.0013840638, 0.2647003121, 0.0000000000, 12.1621573561, -4.1664850259, -1.3265425487, -1.2059979604, 1.2501352403, 0.0000000000, 5.0000000000, 4.0000000000, 0.0291351318
          12, 0.2785722148, 0.0223418639, 0.0000000000, 0.0000000000, 0.0000000000, 0.0053103556, -0.0020223220, 0.2794593851, 0.0000000000, 12.4686201817, -4.1898568561, -1.3310101302, -1.2127564075, 1.2293273327, 0.0000000000, 5.0000000000, 4.0000000000, 0.0321830511
