"Iteration","CLift","CDrag","CSideForce","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          84, 0.2825805581, 0.0127117022, 0.0141972684, 0.1488407723, -0.0630828915, 0.0130296554, -0.0023910501, 0.0141972684, 0.2828562216, 22.2299542801, -6.7120056885, -6.8339083036, -7.0611802306, -6.9988193055, -6.2138324692, 2.0000000000, 5.0000000000, 1.0790433168
          85, 0.2825866237, 0.0127115262, 0.0141975996, 0.1488441103, -0.0630859860, 0.0130305703, -0.0023915496, 0.0141975996, 0.2828622691, 22.2307391939, -6.7406104283, -6.8661293106, -7.0916633836, -7.0286802776, -6.2427507672, 2.0000000000, 5.0000000000, 1.0910902500
          86, 0.2825911871, 0.0127110825, 0.0141978981, 0.1488464460, -0.0630881947, 0.0130315044, -0.0023922363, 0.0141978981, 0.2828668023, 22.2318741517, -6.7688189249, -6.8988266741, -7.1225778299, -7.0583693131, -6.2714715311, 2.0000000000, 5.0000000000, 1.1032752832
          87, 0.2825943068, 0.0127104343, 0.0141981608, 0.1488478296, -0.0630895693, 0.0130324249, -0.0023930501, 0.0141981608, 0.2828698830, 22.2332534689, -6.7966970014, -6.9319442549, -7.1537496790, -7.0881136434, -6.3000254516, 2.0000000000, 5.0000000000, 1.1152890007
          88, 0.2825960718, 0.0127096404, 0.0141983864, 0.1488483314, -0.0630901772, 0.0130333047, -0.0023939371, 0.0141983864, 0.2828716031, 22.2347810781, -6.8243569758, -6.9653663046, -7.1849522137, -7.1181115910, -6.3284716190, 2.0000000000, 5.0000000000, 1.1275340835
          89, 0.2825965922, 0.0127087546, 0.0141985740, 0.1488480340, -0.0630900987, 0.0130341213, -0.0023948494, 0.0141985740, 0.2828720754, 22.2363717287, -6.8519413572, -6.9989330594, -7.2159443682, -7.1485104879, -6.3568880331, 2.0000000000, 5.0000000000, 1.1405573805
          90, 0.2825959951, 0.0127078246, 0.0141987233, 0.1488470302, -0.0630894229, 0.0130348574, -0.0023957462, 0.0141987233, 0.2828714295, 22.2379520899, -6.8796019971, -7.0324589848, -7.2465146423, -7.1793918621, -6.3853582210, 2.0000000000, 5.0000000000, 1.1531109333
          91, 0.2825944219, 0.0127068916, 0.0141988352, 0.1488454202, -0.0630882436, 0.0130355008, -0.0023965939, 0.0141988352, 0.2828698088, 22.2394611512, -6.9074794360, -7.0657584540, -7.2765202906, -7.2107609332, -6.4139575664, 2.0000000000, 5.0000000000, 1.1655896306
          92, 0.2825920206, 0.0127059897, 0.0141989118, 0.1488433059, -0.0630866560, 0.0130360448, -0.0023973663, 0.0141989118, 0.2828673627, 22.2408507784, -6.9356833581, -7.0986725344, -7.3059153134, -7.2425419946, -6.4427394602, 2.0000000000, 5.0000000000, 1.1777440310
          93, 0.2825889419, 0.0127051463, 0.0141989558, 0.1488407901, -0.0630847542, 0.0130364868, -0.0023980442, 0.0141989558, 0.2828642435, 22.2420849240, -6.9642785273, -7.1310944222, -7.3347583435, -7.2745830159, -6.4717264420, 2.0000000000, 5.0000000000, 1.1898924311
          94, 0.2825853363, 0.0127043823, 0.0141989703, 0.1488379743, -0.0630826289, 0.0130368277, -0.0023986147, 0.0141989703, 0.2828606022, 22.2431386867, -6.9932752042, -7.1629876231, -7.3632029704, -7.3066689347, -6.5009044509, 2.0000000000, 5.0000000000, 1.2022526662
          95, 0.2825813489, 0.0127037125, 0.0141989587, 0.1488349544, -0.0630803655, 0.0130370717, -0.0023990706, 0.0141989587, 0.2828565847, 22.2439974940, -7.0226267428, -7.1943926528, -7.3914679803, -7.3385425171, -6.5302232222, 2.0000000000, 5.0000000000, 1.2145720998
          96, 0.2825771163, 0.0127031461, 0.0141989247, 0.1488318192, -0.0630780409, 0.0130372253, -0.0023994103, 0.0141989247, 0.2828523279, 22.2446561259, -7.0522348610, -7.2254221754, -7.4197955127, -7.3699363036, -6.5596038426, 2.0000000000, 5.0000000000, 1.2275229494
          97, 0.2825727640, 0.0127026869, 0.0141988722, 0.1488286487, -0.0630757230, 0.0130372973, -0.0023996364, 0.0141988722, 0.2828479574, 22.2451175839, -7.0819615049, -7.2562447276, -7.4484121240, -7.4006105150, -6.5889506518, 2.0000000000, 5.0000000000, 1.2399904172
          98, 0.2825684048, 0.0127023347, 0.0141988048, 0.1488255128, -0.0630734706, 0.0130372975, -0.0023997555, 0.0141988048, 0.2828435855, 22.2453912336, -7.1116467929, -7.2870596691, -7.4774921611, -7.4303951342, -6.6181665303, 2.0000000000, 5.0000000000, 1.2520405650
          99, 0.2825641372, 0.0127020854, 0.0141987259, 0.1488224715, -0.0630713325, 0.0130372367, -0.0023997766, 0.0141987259, 0.2828393107, 22.2454919124, -7.1411310797, -7.3180685066, -7.5071310679, -7.4592218263, -6.6471686761, 2.0000000000, 5.0000000000, 1.2641757488
         100, 0.2825600456, 0.0127019320, 0.0141986388, 0.1488195755, -0.0630693482, 0.0130371261, -0.0023997114, 0.0141986388, 0.2828352167, 22.2454384198, -7.1702782064, -7.3494472846, -7.5373291744, -7.4871379792, -6.6759028559, 2.0000000000, 5.0000000000, 1.2764863491
         101, 0.2825561991, 0.0127018654, 0.0141985468, 0.1488168649, -0.0630675475, 0.0130369767, -0.0023995725, 0.0141985468, 0.2828313722, 22.2452522079, -7.1989966507, -7.3813238884, -7.5679891217, -7.5143047019, -6.7043540322, 2.0000000000, 5.0000000000, 1.2950438817
         102, 0.2825526519, 0.0127018751, 0.0141984522, 0.1488143701, -0.0630659511, 0.0130367990, -0.0023993735, 0.0141984522, 0.2828278305, 22.2449559193, -7.2272548865, -7.4137600603, -7.5989280691, -7.5409726609, -6.7325514057, 2.0000000000, 5.0000000000, 1.3077410658
         103, 0.2825494430, 0.0127019497, 0.0141983575, 0.1488121116, -0.0630645709, 0.0130366026, -0.0023991276, 0.0141983575, 0.2828246302, 22.2445725924, -7.2550870152, -7.4467412636, -7.6299038939, -7.5674452798, -6.7605652105, 2.0000000000, 5.0000000000, 1.3198983153
         104, 0.2825465979, 0.0127020776, 0.0141982646, 0.1488101010, -0.0630634111, 0.0130363964, -0.0023988481, 0.0141982646, 0.2828217960, 22.2441246941, -7.2825885830, -7.4801739178, -7.6606533593, -7.5940397537, -6.7884970739, 2.0000000000, 5.0000000000, 1.3324433009
         105, 0.2825441306, 0.0127022472, 0.0141981754, 0.1488083435, -0.0630624698, 0.0130361882, -0.0023985470, 0.0141981754, 0.2828193413, 22.2436334345, -7.3099018769, -7.5138904971, -7.6909365195, -7.6210476391, -6.8164638918, 2.0000000000, 5.0000000000, 1.3462132494
         106, 0.2825420433, 0.0127024475, 0.0141980911, 0.1488068367, -0.0630617395, 0.0130359844, -0.0023982356, 0.0141980911, 0.2828172676, 22.2431184501, -7.3371942039, -7.5476651023, -7.7205808776, -7.6487030521, -6.8445789141, 2.0000000000, 5.0000000000, 1.3585115314
         107, 0.2825403291, 0.0127026681, 0.0141980127, 0.1488055732, -0.0630612081, 0.0130357905, -0.0023979238, 0.0141980127, 0.2828155676, 22.2425972070, -7.3646340454, -7.5812368644, -7.7495176607, -7.6771621710, -6.8729345505, 2.0000000000, 5.0000000000, 1.3708186150
         108, 0.2825389730, 0.0127028998, 0.0141979408, 0.1488045406, -0.0630608599, 0.0130356105, -0.0023976201, 0.0141979408, 0.2828142258, 22.2420847446, -7.3923674190, -7.6143420910, -7.7777981460, -7.7064912593, -6.9015873854, 2.0000000000, 5.0000000000, 1.3833025972
         109, 0.2825379533, 0.0127031345, 0.0141978758, 0.1488037232, -0.0630606768, 0.0130354473, -0.0023973313, 0.0141978758, 0.2828132202, 22.2415935224, -7.4204987797, -7.6467506127, -7.8055861873, -7.7366628278, -6.9305485503, 2.0000000000, 5.0000000000, 1.3954884648
         110, 0.2825372438, 0.0127033653, 0.0141978178, 0.1488031026, -0.0630606391, 0.0130353029, -0.0023970629, 0.0141978178, 0.2828125239, 22.2411334537, -7.4490778947, -7.6782999822, -7.8331305294, -7.7675582472, -6.9597803452, 2.0000000000, 5.0000000000, 1.4076919675
         111, 0.2825368143, 0.0127035868, 0.0141977668, 0.1488026585, -0.0630607262, 0.0130351781, -0.0023968188, 0.0141977668, 0.2828121069, 22.2407119201, -7.4780932439, -7.7089219148, -7.8607231267, -7.7989802110, -6.9891992776, 2.0000000000, 5.0000000000, 1.4197401841
         112, 0.2825366323, 0.0127037945, 0.0141977224, 0.1488023696, -0.0630609172, 0.0130350731, -0.0023966017, 0.0141977224, 0.2828119362, 22.2403339890, -7.5074729564, -7.7386537789, -7.8886526991, -7.8306727400, -7.0186863450, 2.0000000000, 5.0000000000, 1.4318735480
         113, 0.2825366644, 0.0127039852, 0.0141976844, 0.1488022143, -0.0630611918, 0.0130349873, -0.0023964129, 0.0141976844, 0.2828119784, 22.2400025871, -7.5370928996, -7.7676320895, -7.9171622079, -7.8623494810, -7.0481030932, 2.0000000000, 5.0000000000, 1.4439195673
         114, 0.2825368766, 0.0127041570, 0.0141976521, 0.1488021714, -0.0630615305, 0.0130349196, -0.0023962528, 0.0141976521, 0.2828121996, 22.2397186760, -7.5667923293, -7.7960701063, -7.9464141511, -7.8937294278, -7.0773126545, 2.0000000000, 5.0000000000, 1.4559602976
         115, 0.2825372362, 0.0127043086, 0.0141976251, 0.1488022202, -0.0630619150, 0.0130348685, -0.0023961205, 0.0141976251, 0.2828125668, 22.2394814821, -7.5963951755, -7.8242240959, -7.9764678984, -7.9245763004, -7.1062015474, 2.0000000000, 5.0000000000, 1.4680264831
         116, 0.2825377121, 0.0127044401, 0.0141976027, 0.1488023419, -0.0630623293, 0.0130348319, -0.0023960146, 0.0141976027, 0.2828130489, 22.2392887929, -7.6257348438, -7.8523560667, -8.0072680063, -7.9547356549, -7.1346989124, 2.0000000000, 5.0000000000, 1.4803216139
         117, 0.2825382753, 0.0127045520, 0.0141975842, 0.1488025191, -0.0630627590, 0.0130348078, -0.0023959330, 0.0141975842, 0.2828136174, 22.2391372973, -7.6546793779, -7.8807006524, -8.0386455862, -7.9841584406, -7.1627901980, 2.0000000000, 5.0000000000, 1.4923711975
         118, 0.2825389001, 0.0127046454, 0.0141975690, 0.1488027364, -0.0630631919, 0.0130347940, -0.0023958730, 0.0141975690, 0.2828142462, 22.2390228655, -7.6831520299, -7.9094397786, -8.0703341038, -8.0129076305, -7.1905216459, 2.0000000000, 5.0000000000, 1.5056470156
         119, 0.2825395632, 0.0127047221, 0.0141975566, 0.1488029802, -0.0630636177, 0.0130347885, -0.0023958318, 0.0141975566, 0.2828149125, 22.2389408247, -7.7111437768, -7.9386856752, -8.1019989900, -8.0411450034, -7.2179949350, 2.0000000000, 5.0000000000, 1.5182397485
         120, 0.2825402446, 0.0127047839, 0.0141975464, 0.1488032389, -0.0630640284, 0.0130347890, -0.0023958065, 0.0141975464, 0.2828155962, 22.2388862296, -7.7387160804, -7.9684719360, -8.1332822612, -8.0691014178, -7.2453538397, 2.0000000000, 5.0000000000, 1.5306455334
         121, 0.2825409275, 0.0127048330, 0.0141975380, 0.1488035028, -0.0630644175, 0.0130347937, -0.0023957939, 0.0141975380, 0.2828162808, 22.2388540733, -7.7659920008, -7.9987523795, -8.1638565089, -8.0970367041, -7.2727636983, 2.0000000000, 5.0000000000, 1.5434372147
         122, 0.2825415985, 0.0127048715, 0.0141975309, 0.1488037646, -0.0630647810, 0.0130348010, -0.0023957913, 0.0141975309, 0.2828169528, 22.2388394572, -7.7931376324, -8.0294083565, -8.1934811600, -8.1251972554, -7.3003879423, 2.0000000000, 5.0000000000, 1.5566396316
         123, 0.2825422468, 0.0127049016, 0.0141975247, 0.1488040183, -0.0630651161, 0.0130348093, -0.0023957958, 0.0141975247, 0.2828176019, 22.2388377901, -7.8203378566, -8.0602633188, -8.2220481693, -8.1537777086, -7.3283658196, 2.0000000000, 5.0000000000, 1.5727324645
         124, 0.2825428648, 0.0127049254, 0.0141975192, 0.1488042597, -0.0630654215, 0.0130348174, -0.0023958051, 0.0141975192, 0.2828182202, 22.2388448834, -7.8477705556, -8.0911044157, -8.2496034632, -8.1828905586, -7.3567937851, 2.0000000000, 5.0000000000, 1.5901581009
         125, 0.2825434473, 0.0127049446, 0.0141975141, 0.1488044862, -0.0630656973, 0.0130348243, -0.0023958170, 0.0141975141, 0.2828188029, 22.2388570103, -7.8755831683, -8.1217098813, -8.2763392626, -8.2125454845, -7.3857123713, 2.0000000000, 5.0000000000, 1.6026753147
         126, 0.2825439914, 0.0127049611, 0.0141975094, 0.1488046965, -0.0630659447, 0.0130348294, -0.0023958295, 0.0141975094, 0.2828193472, 22.2388709568, -7.9038741911, -8.1518793556, -8.3025572361, -8.2426392403, -7.4150995177, 2.0000000000, 5.0000000000, 1.6194462816
         127, 0.2825444965, 0.0127049764, 0.0141975047, 0.1488048903, -0.0630661656, 0.0130348322, -0.0023958413, 0.0141975047, 0.2828198523, 22.2388840696, -7.9326809991, -8.1814620152, -8.3286143164, -8.2729601488, -7.4448707372, 2.0000000000, 5.0000000000, 1.6334004482
         128, 0.2825449631, 0.0127049915, 0.0141975002, 0.1488050684, -0.0630663627, 0.0130348322, -0.0023958511, 0.0141975002, 0.2828203191, 22.2388942654, -7.9619750696, -8.2103784799, -8.3548636295, -8.3032038634, -7.4748872591, 2.0000000000, 5.0000000000, 1.6458893816
         129, 0.2825453935, 0.0127050076, 0.0141974958, 0.1488052322, -0.0630665391, 0.0130348296, -0.0023958580, 0.0141974958, 0.2828207497, 22.2389000128, -7.9916646134, -8.2386314010, -8.3816006784, -8.3330047715, -7.5049717938, 2.0000000000, 5.0000000000, 1.6597647309
         130, 0.2825457907, 0.0127050253, 0.0141974914, 0.1488053835, -0.0630666980, 0.0130348242, -0.0023958615, 0.0141974914, 0.2828211473, 22.2389002890, -8.0216047970, -8.2663024452, -8.4090234876, -8.3619837049, -7.5349309224, 2.0000000000, 5.0000000000, 1.6732923508
         131, 0.2825461587, 0.0127050451, 0.0141974871, 0.1488055246, -0.0630668427, 0.0130348164, -0.0023958614, 0.0141974871, 0.2828215158, 22.2388945385, -8.0516151810, -8.2935366616, -8.4372082058, -8.3898052693, -7.5645819792, 2.0000000000, 5.0000000000, 1.6866933823
         132, 0.2825465014, 0.0127050674, 0.0141974830, 0.1488056577, -0.0630669766, 0.0130348065, -0.0023958574, 0.0141974830, 0.2828218592, 22.2388826041, -8.0815032348, -8.3205180858, -8.4660997493, -8.4162350708, -7.5937806845, 2.0000000000, 5.0000000000, 1.6999116977
         133, 0.2825468233, 0.0127050921, 0.0141974791, 0.1488057852, -0.0630671028, 0.0130347948, -0.0023958500, 0.0141974791, 0.2828221820, 22.2388646919, -8.1110912667, -8.3474421125, -8.4955170351, -8.4411832717, -7.6224445141, 2.0000000000, 5.0000000000, 1.7134981314
         134, 0.2825471289, 0.0127051192, 0.0141974755, 0.1488059094, -0.0630672242, 0.0130347817, -0.0023958392, 0.0141974755, 0.2828224886, 22.2388412992, -8.1402426730, -8.3744895366, -8.5251730998, -8.4647229134, -7.6505668143, 2.0000000000, 5.0000000000, 1.7255938808
         135, 0.2825474223, 0.0127051484, 0.0141974722, 0.1488060326, -0.0630673433, 0.0130347678, -0.0023958256, 0.0141974722, 0.2828227831, 22.2388131423, -8.1688832293, -8.4018052212, -8.5547112204, -8.4870771126, -7.6782190461, 2.0000000000, 5.0000000000, 1.7393887003
         136, 0.2825477075, 0.0127051796, 0.0141974694, 0.1488061565, -0.0630674624, 0.0130347534, -0.0023958098, 0.0141974694, 0.2828230696, 22.2387810913, -8.1970129251, -8.4294833685, -8.5837553934, -8.5085797842, -7.7055400859, 2.0000000000, 5.0000000000, 1.7528242151
         137, 0.2825479881, 0.0127052122, 0.0141974670, 0.1488062829, -0.0630675833, 0.0130347391, -0.0023957922, 0.0141974670, 0.2828233515, 22.2387461100, -8.2247060637, -8.4575594805, -8.6119695054, -8.5296213406, -7.7327150835, 2.0000000000, 5.0000000000, 1.7663301667
         138, 0.2825482670, 0.0127052458, 0.0141974652, 0.1488064129, -0.0630677073, 0.0130347252, -0.0023957735, 0.0141974652, 0.2828236318, 22.2387091998, -8.2520996437, -8.4860088514, -8.6391149429, -8.5505926033, -7.7599482972, 2.0000000000, 5.0000000000, 1.7802875320
         139, 0.2825485466, 0.0127052800, 0.0141974639, 0.1488065476, -0.0630678354, 0.0130347120, -0.0023957543, 0.0141974639, 0.2828239129, 22.2386713548, -8.2793724301, -8.5147514746, -8.6650939595, -8.5718375096, -7.7874348396, 2.0000000000, 5.0000000000, 1.7933703661
         140, 0.2825488288, 0.0127053143, 0.0141974633, 0.1488066875, -0.0630679681, 0.0130347000, -0.0023957351, 0.0141974633, 0.2828241965, 22.2386335254, -8.3067188545, -8.5436629492, -8.6899677159, -8.5936194915, -7.8153354710, 2.0000000000, 5.0000000000, 1.8061762174
         141, 0.2825491147, 0.0127053483, 0.0141974633, 0.1488068329, -0.0630681057, 0.0130346892, -0.0023957164, 0.0141974633, 0.2828244838, 22.2385965833, -8.3343222742, -8.5725908177, -8.7139438148, -8.6161019549, -7.8437570760, 2.0000000000, 5.0000000000, 1.8206488808
         142, 0.2825494052, 0.0127053815, 0.0141974639, 0.1488069838, -0.0630682480, 0.0130346800, -0.0023956988, 0.0141974639, 0.2828247756, 22.2385612954, -8.3623311787, -8.6013751192, -8.7373368772, -8.6393408691, -7.8727399186, 2.0000000000, 5.0000000000, 1.8361058990
         143, 0.2825497003, 0.0127054136, 0.0141974651, 0.1488071397, -0.0630683945, 0.0130346724, -0.0023956824, 0.0141974651, 0.2828250720, 22.2385283090, -8.3908409308, -8.6298707961, -8.7605128385, -8.6632873885, -7.9022523280, 2.0000000000, 5.0000000000, 1.8503837307
         144, 0.2825499997, 0.0127054443, 0.0141974669, 0.1488073002, -0.0630685447, 0.0130346665, -0.0023956678, 0.0141974669, 0.2828253727, 22.2384981440, -8.4198822461, -8.6579687700, -8.7838301399, -8.6877988748, -7.9321930220, 2.0000000000, 5.0000000000, 1.8633183320
         145, 0.2825503028, 0.0127054733, 0.0141974692, 0.1488074644, -0.0630686977, 0.0130346622, -0.0023956550, 0.0141974692, 0.2828256769, 22.2384711864, -8.4494170637, -8.6856119561, -8.8075882198, -8.7126576338, -7.9624014096, 2.0000000000, 5.0000000000, 1.8761972984
         146, 0.2825506086, 0.0127055005, 0.0141974721, 0.1488076315, -0.0630688524, 0.0130346597, -0.0023956442, 0.0141974721, 0.2828259837, 22.2384476902, -8.4793420723, -8.7128032987, -8.8319894096, -8.7375970585, -7.9926758788, 2.0000000000, 5.0000000000, 1.8884991487
         147, 0.2825509156, 0.0127055257, 0.0141974754, 0.1488078004, -0.0630690079, 0.0130346586, -0.0023956354, 0.0141974754, 0.2828262916, 22.2384277841, -8.5095000227, -8.7396043744, -8.8571160407, -8.7623338635, -8.0227992285, 2.0000000000, 5.0000000000, 1.9009345492
         148, 0.2825512225, 0.0127055488, 0.0141974792, 0.1488079700, -0.0630691630, 0.0130346590, -0.0023956287, 0.0141974792, 0.2828265993, 22.2384114816, -8.5396984667, -8.7661254948, -8.8829219073, -8.7866039058, -8.0525688302, 2.0000000000, 5.0000000000, 1.9133931994
         149, 0.2825515277, 0.0127055698, 0.0141974833, 0.1488081392, -0.0630693166, 0.0130346607, -0.0023956240, 0.0141974833, 0.2828269051, 22.2383986962, -8.5697345761, -8.7925099279, -8.9092373432, -8.8101969328, -8.0818272525, 2.0000000000, 5.0000000000, 1.9257406672
         150, 0.2825518294, 0.0127055888, 0.0141974877, 0.1488083068, -0.0630694676, 0.0130346635, -0.0023956212, 0.0141974877, 0.2828272074, 22.2383892569, -8.5994234552, -8.8189154696, -8.9357880396, -8.8329843396, -8.1104879864, 2.0000000000, 5.0000000000, 1.9381758173
         151, 0.2825521261, 0.0127056058, 0.0141974923, 0.1488084719, -0.0630696150, 0.0130346673, -0.0023956201, 0.0141974923, 0.2828275046, 22.2383829232, -8.6286258705, -8.8454959850, -8.9622280131, -8.8549343169, -8.1385508714, 2.0000000000, 5.0000000000, 1.9507708987
         152, 0.2825524161, 0.0127056208, 0.0141974971, 0.1488086333, -0.0630697579, 0.0130346718, -0.0023956205, 0.0141974971, 0.2828277951, 22.2383794005, -8.6572705485, -8.8723848042, -8.9881855488, -8.8761113871, -8.1661035864, 2.0000000000, 5.0000000000, 1.9640964826
         153, 0.2825526981, 0.0127056341, 0.0141975021, 0.1488087901, -0.0630698954, 0.0130346769, -0.0023956223, 0.0141975021, 0.2828280774, 22.2383783562, -8.6853662931, -8.8996814846, -9.0133176913, -8.8966608840, -8.1933086033, 2.0000000000, 5.0000000000, 1.9764686823
         154, 0.2825529708, 0.0127056457, 0.0141975071, 0.1488089417, -0.0630700268, 0.0130346824, -0.0023956252, 0.0141975071, 0.2828283503, 22.2383794351, -8.7130012608, -8.9274427013, -9.0373649101, -8.9167826108, -8.2203787369, 2.0000000000, 5.0000000000, 1.9888543328
         155, 0.2825532329, 0.0127056559, 0.0141975122, 0.1488090872, -0.0630701517, 0.0130346882, -0.0023956291, 0.0141975122, 0.2828286126, 22.2383822741, -8.7403297404, -8.9556774926, -9.0601946910, -8.9366997951, -8.2475468052, 2.0000000000, 5.0000000000, 2.0011559168
         156, 0.2825534836, 0.0127056647, 0.0141975172, 0.1488092261, -0.0630702696, 0.0130346941, -0.0023956336, 0.0141975172, 0.2828288634, 22.2383865140, -8.7675494229, -8.9843468243, -9.0818236993, -8.9566294141, -8.2750349138, 2.0000000000, 5.0000000000, 2.0136860331
         157, 0.2825537220, 0.0127056724, 0.0141975223, 0.1488093581, -0.0630703801, 0.0130347000, -0.0023956387, 0.0141975223, 0.2828291019, 22.2383918105, -8.7948738100, -9.0133675026, -9.1024127855, -8.9767581896, -8.3030276518, 2.0000000000, 5.0000000000, 2.0257955988
         158, 0.2825539477, 0.0127056791, 0.0141975272, 0.1488094827, -0.0630704831, 0.0130347057, -0.0023956440, 0.0141975272, 0.2828293275, 22.2383978425, -8.8225044472, -9.0426202621, -9.1222371089, -8.9972264487, -8.3316515382, 2.0000000000, 5.0000000000, 2.0380523324
         159, 0.2825541601, 0.0127056850, 0.0141975320, 0.1488095999, -0.0630705787, 0.0130347112, -0.0023956495, 0.0141975320, 0.2828295400, 22.2384043186, -8.8506066751, -9.0719615507, -9.1416401923, -9.0181202653, -8.3609616482, 2.0000000000, 5.0000000000, 2.0501095176
         160, 0.2825543591, 0.0127056901, 0.0141975368, 0.1488097095, -0.0630706667, 0.0130347164, -0.0023956550, 0.0141975368, 0.2828297390, 22.2384109821, -8.8792910773, -9.1012381534, -9.1609836156, -9.0394711537, -8.3909354700, 2.0000000000, 5.0000000000, 2.0621689320
         161, 0.2825545447, 0.0127056947, 0.0141975414, 0.1488098115, -0.0630707474, 0.0130347213, -0.0023956604, 0.0141975414, 0.2828299246, 22.2384176139, -8.9086016093, -9.1303032552, -9.1806023995, -9.0612620577, -8.4214740520, 2.0000000000, 5.0000000000, 2.0749219139
         162, 0.2825547170, 0.0127056988, 0.0141975458, 0.1488099061, -0.0630708209, 0.0130347258, -0.0023956655, 0.0141975458, 0.2828300969, 22.2384240343, -8.9385107638, -9.1590319485, -9.2007719541, -9.0834382031, -8.4524107594, 2.0000000000, 5.0000000000, 2.0871725162
         163, 0.2825548763, 0.0127057025, 0.0141975501, 0.1488099936, -0.0630708877, 0.0130347299, -0.0023956703, 0.0141975501, 0.2828302561, 22.2384301023, -8.9689219391, -9.1873340596, -9.2216883178, -9.1059212651, -8.4835280031, 2.0000000000, 5.0000000000, 2.0992836316
         164, 0.2825550230, 0.0127057059, 0.0141975542, 0.1488100740, -0.0630709479, 0.0130347335, -0.0023956748, 0.0141975542, 0.2828304028, 22.2384357151, -8.9996791670, -9.2151622398, -9.2434606183, -9.1286251428, -8.5145817775, 2.0000000000, 5.0000000000, 2.1113636176
         165, 0.2825551576, 0.0127057090, 0.0141975582, 0.1488101478, -0.0630710021, 0.0130347368, -0.0023956788, 0.0141975582, 0.2828305373, 22.2384408056, -9.0305841541, -9.2425144400, -9.2661135113, -9.1514716802, -8.5453323276, 2.0000000000, 5.0000000000, 2.1234286149
         166, 0.2825552806, 0.0127057119, 0.0141975619, 0.1488102153, -0.0630710507, 0.0130347397, -0.0023956824, 0.0141975619, 0.2828306603, 22.2384453388, -9.0614198521, -9.2694304719, -9.2895971489, -9.1744043509, -8.5755772861, 2.0000000000, 5.0000000000, 2.1355102499
         167, 0.2825553927, 0.0127057147, 0.0141975656, 0.1488102770, -0.0630710940, 0.0130347423, -0.0023956856, 0.0141975656, 0.2828307724, 22.2384493081, -9.0919783889, -9.2959840785, -9.3138028229, -9.1973982097, -8.6051816874, 2.0000000000, 5.0000000000, 2.1475562175
         168, 0.2825554946, 0.0127057173, 0.0141975690, 0.1488103331, -0.0630711326, 0.0130347445, -0.0023956885, 0.0141975690, 0.2828308743, 22.2384527306, -9.1220897730, -9.3222723028, -9.3385828742, -9.2204649130, -8.6340989021, 2.0000000000, 5.0000000000, 2.1596877972
         169, 0.2825555871, 0.0127057198, 0.0141975723, 0.1488103842, -0.0630711668, 0.0130347465, -0.0023956909, 0.0141975723, 0.2828309668, 22.2384556431, -9.1516466775, -9.3484036767, -9.3637734292, -9.2436523426, -8.6623778141, 2.0000000000, 5.0000000000, 2.1717303673
         170, 0.2825556709, 0.0127057222, 0.0141975755, 0.1488104307, -0.0630711972, 0.0130347482, -0.0023956930, 0.0141975755, 0.2828310506, 22.2384580971, -9.1806204756, -9.3744864829, -9.3892179910, -9.2670392008, -8.6901544201, 2.0000000000, 5.0000000000, 2.1838165840
         171, 0.2825557467, 0.0127057244, 0.0141975785, 0.1488104729, -0.0630712242, 0.0130347498, -0.0023956948, 0.0141975785, 0.2828311264, 22.2384601550, -9.2090650837, -9.4006182923, -9.4147890995, -9.2907256655, -8.7176297411, 2.0000000000, 5.0000000000, 2.1965545495
         172, 0.2825558153, 0.0127057265, 0.0141975813, 0.1488105113, -0.0630712481, 0.0130347511, -0.0023956964, 0.0141975813, 0.2828311951, 22.2384618853, -9.2371076559, -9.4268780325, -9.4404052235, -9.3148216792, -8.7450390715, 2.0000000000, 5.0000000000, 2.2087078651
         173, 0.2825558774, 0.0127057285, 0.0141975841, 0.1488105464, -0.0630712694, 0.0130347524, -0.0023956978, 0.0141975841, 0.2828312571, 22.2384633594, -9.2649284485, -9.4533213005, -9.4660405966, -9.3394345269, -8.7726191176, 2.0000000000, 5.0000000000, 2.2209911664
         174, 0.2825559336, 0.0127057303, 0.0141975867, 0.1488105783, -0.0630712883, 0.0130347536, -0.0023956990, 0.0141975867, 0.2828313134, 22.2384646482, -9.2927340488, -9.4799791427, -9.4917269195, -9.3646572135, -8.8005782292, 2.0000000000, 5.0000000000, 2.2331371307
         175, 0.2825559846, 0.0127057319, 0.0141975892, 0.1488106076, -0.0630713053, 0.0130347547, -0.0023957001, 0.0141975892, 0.2828313643, 22.2384658193, -9.3207290125, -9.5068602906, -9.5175469893, -9.3905587521, -8.8290731188, 2.0000000000, 5.0000000000, 2.2453276992
         176, 0.2825560309, 0.0127057333, 0.0141975915, 0.1488106344, -0.0630713205, 0.0130347557, -0.0023957011, 0.0141975915, 0.2828314107, 22.2384669353, -9.3490900089, -9.5339557824, -9.5436216268, -9.4171769757, -8.8581932142, 2.0000000000, 5.0000000000, 2.2573948820
         177, 0.2825560731, 0.0127057346, 0.0141975938, 0.1488106591, -0.0630713343, 0.0130347568, -0.0023957021, 0.0141975938, 0.2828314529, 22.2384680517, -9.3779452784, -9.5612450644, -9.5700921660, -9.4445143110, -8.8879527615, 2.0000000000, 5.0000000000, 2.2700923840
