"Global_Index", "x_coord", "y_coord", "z_coord", "Pressure", "C<sub>p</sub>", "Mach"
2010, 8.122920927722871e-01, 3.174753994263761e-02, 3.368359225276085e-04, 1.224828732988946e+00, 4.226256795350148e-01, 6.274636956009738e-01
2011, 7.077931607176970e-01, 1.188660549019788e+00, 1.331809611071501e-02, 3.748215466653979e-01, -1.277388693112081e+00, 1.533223421582622e+00
1587, 7.036570662476864e-01, 1.196300000000000e+00, 1.157448165021472e-02, 4.372316416771875e-01, -1.152568503088501e+00, 1.465324524939797e+00
2012, 1.134630583184025e+00, 1.184933727492639e+00, 7.745443257722778e-04, 1.056804888721524e+00, 8.657799100017093e-02, 6.928210256289115e-01
2013, 1.133221621224546e+00, 1.179944871692284e+00, 7.745398936152849e-04, 1.073413031106710e+00, 1.197942757705426e-01, 6.886638955874592e-01
2014, 1.136320775735468e+00, 1.179069603084232e+00, 3.367657724165339e-04, 1.125752560188759e+00, 2.244733339346409e-01, 6.625486409101609e-01
2015, 1.137729737234298e+00, 1.184058459014685e+00, 3.367666833783832e-04, 1.096843377375249e+00, 1.666549683076219e-01, 6.744701114794328e-01
2016, 7.915602178278526e-01, 1.133666096921812e-02, 2.294929411599902e-03, 1.130115716582186e+00, 2.331996467214953e-01, 7.059000147181904e-01
2017, 7.971536250672311e-01, 1.122733606315594e-02, 1.559459218461406e-03, 1.152636042317480e+00, 2.782402981920837e-01, 6.866875545576450e-01
2018, 7.930854687276905e-01, 1.652399420724368e-02, 2.287048392584472e-03, 1.131600854175555e+00, 2.361699219082340e-01, 7.032395404252348e-01
2019, 8.041955229016313e-01, 3.079171360048368e-03, 3.368405506973556e-04, 1.225531496650960e+00, 4.240312068590425e-01, 6.308865486543094e-01
2020, 8.006612222412977e-01, 3.602854223145470e-03, 8.186737826121686e-04, 1.181726641195080e+00, 3.364214959472824e-01, 6.581679992273388e-01
2021, 8.022796142122371e-01, 1.923180233673681e-03, 5.446738600013958e-04, 1.199562817085258e+00, 3.720938477276395e-01, 6.357561248672065e-01
2022, 8.050108940093743e-01, 5.966240800962122e-03, 3.368400842655597e-04, 1.233583358887300e+00, 4.401349313317241e-01, 6.316817516699090e-01
2023, 8.059893393386776e-01, 9.430724130055223e-03, 3.368395246380765e-04, 1.220634560358649e+00, 4.142373342744223e-01, 6.312418654317460e-01
2024, 8.071634737338601e-01, 1.358810412496179e-02, 3.368388532239317e-04, 1.228385484712738e+00, 4.297391829825984e-01, 6.321887057276901e-01
2025, 8.085724350081076e-01, 1.857696011884167e-02, 3.368380477413614e-04, 1.226541015880292e+00, 4.260502453177070e-01, 6.262133258965594e-01
2026, 8.102631885372485e-01, 2.456358731148509e-02, 3.368370814962848e-04, 1.222303527959177e+00, 4.175752694754781e-01, 6.301098669442174e-01
2027, 8.028901992038491e-01, 1.030598867798014e-02, 7.747235227950781e-04, 1.182879139253769e+00, 3.387264920646612e-01, 6.423444231668894e-01
2028, 8.040643337225568e-01, 1.446336863800091e-02, 7.747237953633445e-04, 1.186709923015820e+00, 3.463880595887629e-01, 6.333376051111588e-01
2029, 1.127244809381712e+00, 1.146933388712147e+00, 3.367601879225201e-04, 1.181951022333257e+00, 3.368702582236378e-01, 6.243256928089029e-01
2030, 1.124145652080644e+00, 1.147808658108199e+00, 7.745129806870302e-04, 1.134842559966099e+00, 2.426533334893207e-01, 6.419817234395339e-01
2031, 1.120639704049935e+00, 1.135394788388748e+00, 7.745034214916013e-04, 1.147399381918554e+00, 2.677669773942312e-01, 6.291537624537903e-01
2032, 1.132601117385835e+00, 1.165899023425781e+00, 3.367634230903885e-04, 1.152822158665273e+00, 2.786125308876701e-01, 6.431998409938943e-01
2033, 1.130166431926519e+00, 1.157278280374947e+00, 3.367619304195281e-04, 1.170626311204946e+00, 3.142208359670153e-01, 6.367338835520820e-01
2034, 1.127067275488031e+00, 1.158153549527387e+00, 7.745213170324293e-04, 1.127095713618900e+00, 2.271596407949232e-01, 6.464361387211151e-01
2035, 1.134630021938855e+00, 1.173082975967129e+00, 3.367646944069908e-04, 1.145521370126553e+00, 2.640109538102288e-01, 6.516195597635350e-01
1553, 1.141282250921350e+00, 1.196300000000000e+00, 3.242991587668594e-04, 9.677619296528307e-01, -9.150792713721520e-02, 6.822742964532768e-01
2036, 1.138903871817780e+00, 1.188215838956412e+00, 3.367674511087491e-04, 1.071404023363655e+00, 1.157762602844325e-01, 7.056002742484901e-01
2037, 1.136783163970973e+00, 1.192555590516575e+00, 7.745512157085237e-04, 9.668583088956122e-01, -9.331516865165222e-02, 7.169167955124207e-01
2038, 1.139882317304784e+00, 1.191680322240967e+00, 3.367680967524387e-04, 1.043778730240915e+00, 6.052567403895370e-02, 7.062400571702785e-01
2039, 6.897656310480008e-01, 1.193943542485277e+00, 2.470487290039020e-03, 1.097940602081057e+00, 1.688494177192376e-01, 7.427407918569009e-01
1591, 6.911193087428884e-01, 1.196300000000000e+00, 2.449450062930084e-03, 9.832053127129218e-01, -6.062116101703306e-02, 8.507598964699741e-01
2040, 6.843037017645666e-01, 1.184487658950310e+00, 2.470832516127994e-03, 1.178519268594562e+00, 3.300067507462478e-01, 6.767177536397878e-01
2041, 6.785993099745001e-01, 1.174611962387808e+00, 2.471186740422873e-03, 1.200777385359495e+00, 3.745229842761132e-01, 6.503281660933971e-01
2042, 6.748655388689488e-01, 1.168147862811001e+00, 2.471415167406059e-03, 1.203361943214909e+00, 3.796920999869403e-01, 6.444138699492247e-01
2043, 6.855516996723078e-01, 1.183766894147512e+00, 5.383764168457404e-03, 9.548377173492684e-01, -1.173563517443399e-01, 8.785235381513031e-01
2044, 6.817107934980104e-01, 1.179998707645975e+00, 2.470994319693467e-03, 1.194182679129360e+00, 3.613335718158440e-01, 6.586392270217243e-01
2053, 8.353985483289035e-01, 1.408151131979373e-01, 1.343754588460285e-03, 1.167669885388870e+00, 3.083079843348626e-01, 6.439265116443154e-01
2054, 8.592723238698304e-01, 2.253474280385820e-01, 1.343840517652938e-03, 1.168654909503114e+00, 3.102780325633509e-01, 6.374650231601177e-01
2055, 8.502968328883731e-01, 1.935669907429103e-01, 1.343807970397654e-03, 1.167249807013615e+00, 3.074678275843525e-01, 6.382984852681145e-01
2056, 8.804610489942701e-01, 3.003725110198979e-01, 1.343916120793672e-03, 1.167216284175616e+00, 3.074007819083557e-01, 6.257582760598452e-01
2057, 8.693241784131159e-01, 2.609390557780534e-01, 1.343876793166876e-03, 1.168463181515684e+00, 3.098945765884919e-01, 6.320373134933083e-01
2058, 8.926539750511331e-01, 3.435452507602528e-01, 1.343957163954987e-03, 1.166107333887555e+00, 3.051828813322328e-01, 6.240345602613716e-01
2059, 9.058302674011642e-01, 3.901998979546348e-01, 1.343997727905227e-03, 1.167558528286575e+00, 3.080852701302743e-01, 6.266841618815536e-01
2060, 9.198702242933072e-01, 4.399126137824060e-01, 1.344034598723702e-03, 1.167293887439433e+00, 3.075559884359884e-01, 6.276519136434173e-01
2061, 9.346078632293386e-01, 4.920956889154068e-01, 1.344063478617486e-03, 1.170380099175492e+00, 3.137284119081069e-01, 6.263336775512049e-01
2062, 9.498364164521820e-01, 5.460170018711561e-01, 1.344079172877814e-03, 1.165419750700765e+00, 3.038077149586531e-01, 6.224014429799892e-01
2063, 9.653186018432032e-01, 6.008363847576504e-01, 1.344078563725491e-03, 1.165955091780273e+00, 3.048783971176702e-01, 6.223760838038304e-01
2064, 9.808007851837965e-01, 6.556557682232180e-01, 1.344062289884295e-03, 1.164221424213848e+00, 3.014110619848184e-01, 6.225490444890641e-01
2065, 9.907917666766715e-01, 7.110562852977713e-01, 2.083911636294857e-03, 1.145136069769880e+00, 2.632403530968834e-01, 6.335763635269204e-01
2066, 1.005529405852482e+00, 7.632393603629688e-01, 2.083942375948208e-03, 1.143704567295938e+00, 2.603773481489985e-01, 6.344065708238859e-01
2067, 1.024806908443135e+00, 8.114728794237231e-01, 1.343946678678111e-03, 1.161328170602757e+00, 2.956245547626381e-01, 6.147373066829790e-01
2068, 1.050176103837972e+00, 9.013002728574314e-01, 1.343852445598909e-03, 1.161093427021310e+00, 2.951550675997425e-01, 6.089049391771257e-01
2069, 1.037983189205543e+00, 8.581275298906342e-01, 1.343898701354105e-03, 1.162091217165105e+00, 2.971506478873329e-01, 6.110807554859837e-01
2070, 1.061312963823789e+00, 9.407337310915663e-01, 1.343810805905086e-03, 1.158539196625580e+00, 2.900466068082843e-01, 6.089590440067585e-01
2071, 1.095238565243820e+00, 1.060857681766946e+00, 1.343713944981110e-03, 1.149436720758465e+00, 2.718416550740543e-01, 6.060794649799988e-01
2072, 1.088278028327378e+00, 1.036211778626599e+00, 1.343727534535782e-03, 1.154104561749064e+00, 2.811773370552517e-01, 6.037413228960439e-01
2073, 1.116610815179609e+00, 1.136532634191790e+00, 1.343701452988010e-03, 1.134872065278715e+00, 2.427123441145537e-01, 6.630509360173645e-01
2074, 1.112403678923045e+00, 1.121635990138618e+00, 1.343700531038610e-03, 1.142982173011946e+00, 2.589325595810145e-01, 6.473241077908524e-01
2075, 1.129501961692709e+00, 1.166774292367713e+00, 7.745285074162458e-04, 1.117644438723867e+00, 2.082570910048571e-01, 6.541717221257919e-01
2076, 6.911519869224313e-01, 1.194259523913681e+00, 4.755976851924039e-03, 9.105988582970962e-01, -2.058340698486842e-01, 9.352062124742417e-01
2077, 6.072754534291372e-01, 1.048430980313656e+00, 5.431832531782681e-03, 1.018560064268065e+00, 1.008834209325382e-02, 8.166263929768953e-01
